,Unnamed: 0.1,Unnamed: 0,Time,Index,Battery,Mag_X[uT],Mag_Y[uT],Mag_Z[uT],Acc_X[G],Acc_Y[G],Acc_Z[G],UV INDEX,AmbientLight[Lx],Humidity[%RH],Temperature[degC],Pressure[hPa],timestamp,activity
0,66,66,2023/06/19 15:55:17.930,131,3.05,2.2,36.9,64.2,-0.246,-0.047,-1.013,0.1,209.7,68.53,23.72,991.78,1687157717,other
1,67,67,2023/06/19 15:55:18.930,132,3.05,2.6,36.9,65.3,-0.245,-0.047,-1.013,0.1,210.9,68.49,23.7,991.78,1687157718,other
2,68,68,2023/06/19 15:55:19.930,133,3.05,3.3,35.8,63.8,-0.245,-0.048,-1.013,0.6,211.9,68.45,23.66,991.75,1687157719,other
3,69,69,2023/06/19 15:55:20.930,134,3.05,3.3,36.5,66.8,-0.245,-0.047,-1.013,0.0,210.4,68.51,23.72,991.7,1687157720,other
4,70,70,2023/06/19 15:55:21.930,135,3.05,2.9,38.0,61.9,-0.245,-0.047,-1.014,0.3,212.9,68.52,23.72,991.75,1687157721,other
5,71,71,2023/06/19 15:55:22.930,136,3.05,3.7,38.8,64.6,-0.246,-0.048,-1.013,0.1,212.8,68.51,23.72,991.75,1687157722,other
6,72,72,2023/06/19 15:55:23.930,137,3.05,3.7,37.6,60.8,-0.246,-0.048,-1.014,0.4,212.1,68.47,23.68,991.75,1687157723,other
7,73,73,2023/06/19 15:55:24.930,138,3.05,2.9,36.9,65.3,-0.245,-0.048,-1.013,0.6,209.5,68.52,23.74,991.75,1687157724,other
8,74,74,2023/06/19 15:55:25.930,139,3.05,4.8,37.6,63.4,-0.246,-0.047,-1.014,1.1,210.2,68.56,23.72,991.73,1687157725,other
9,75,75,2023/06/19 15:55:26.930,140,3.05,4.8,37.2,63.1,-0.245,-0.048,-1.013,0.5,209.7,68.48,23.66,991.73,1687157726,other
10,76,76,2023/06/19 15:55:27.930,141,3.05,3.3,38.0,63.1,-0.245,-0.047,-1.013,0.1,210.0,68.52,23.72,991.75,1687157727,other
11,77,77,2023/06/19 15:55:28.930,142,3.05,4.8,37.2,62.7,-0.245,-0.048,-1.013,0.2,212.0,68.49,23.65,991.73,1687157728,other
12,78,78,2023/06/19 15:55:29.930,143,3.05,5.2,36.9,60.8,-0.246,-0.048,-1.014,0.3,213.4,68.48,23.66,991.73,1687157729,other
13,79,79,2023/06/19 15:55:30.930,144,3.05,4.1,37.6,65.7,-0.246,-0.048,-1.013,0.4,213.0,68.54,23.72,991.73,1687157730,other
14,80,80,2023/06/19 15:55:31.930,145,3.05,3.3,35.8,63.8,-0.245,-0.048,-1.014,0.2,209.9,68.53,23.72,991.73,1687157731,other
15,81,81,2023/06/19 15:55:32.930,146,3.05,3.7,37.2,64.9,-0.246,-0.048,-1.014,0.1,209.1,68.55,23.74,991.64,1687157732,other
16,82,82,2023/06/19 15:55:33.930,147,3.05,3.7,38.0,61.9,-0.246,-0.047,-1.014,0.1,212.0,68.5,23.68,991.75,1687157733,other
17,83,83,2023/06/19 15:55:34.930,148,3.05,2.6,36.9,63.8,-0.245,-0.048,-1.014,0.2,213.0,68.53,23.72,991.73,1687157734,other
18,84,84,2023/06/19 15:55:35.930,149,3.05,5.6,38.0,62.7,-0.245,-0.047,-1.014,0.1,210.6,68.56,23.68,991.81,1687157735,cooking
19,85,85,2023/06/19 15:55:36.930,150,3.05,2.2,37.6,64.9,-0.246,-0.048,-1.014,0.4,212.0,68.56,23.72,991.67,1687157736,cooking
20,86,86,2023/06/19 15:55:37.930,151,3.05,2.9,36.5,61.6,-0.245,-0.048,-1.013,0.2,210.9,68.49,23.68,991.78,1687157737,cooking
21,87,87,2023/06/19 15:55:38.930,152,3.05,3.3,38.0,65.3,-0.246,-0.047,-1.014,0.4,209.8,68.58,23.72,991.73,1687157738,cooking
22,88,88,2023/06/19 15:55:39.930,153,3.05,3.7,36.9,63.1,-0.246,-0.047,-1.013,0.0,209.6,68.51,23.68,991.75,1687157739,cooking
23,89,89,2023/06/19 15:55:40.930,154,3.05,3.7,37.2,63.1,-0.246,-0.048,-1.014,0.0,210.7,68.5,23.74,991.73,1687157740,cooking
24,90,90,2023/06/19 15:55:41.930,155,3.05,4.8,36.9,65.7,-0.245,-0.048,-1.013,0.5,209.6,68.56,23.68,991.78,1687157741,cooking
25,91,91,2023/06/19 15:55:42.930,156,3.05,2.9,37.6,65.3,-0.245,-0.048,-1.014,0.1,208.4,68.56,23.66,991.73,1687157742,cooking
26,92,92,2023/06/19 15:55:43.930,157,3.05,2.9,37.2,64.6,-0.246,-0.047,-1.014,0.3,212.7,68.52,23.63,991.75,1687157743,cooking
27,93,93,2023/06/19 15:55:44.930,158,3.05,3.3,36.5,63.4,-0.245,-0.048,-1.013,0.2,211.9,68.57,23.68,991.7,1687157744,cooking
28,94,94,2023/06/19 15:55:45.930,159,3.05,2.6,38.0,63.8,-0.245,-0.048,-1.014,0.2,210.2,68.58,23.68,991.81,1687157745,cooking
29,95,95,2023/06/19 15:55:46.930,160,3.05,4.1,38.4,63.4,-0.245,-0.048,-1.013,0.0,210.5,68.57,23.7,991.75,1687157746,cooking
30,96,96,2023/06/19 15:55:47.930,161,3.05,4.1,37.2,63.8,-0.245,-0.048,-1.014,0.1,210.3,68.57,23.66,991.75,1687157747,cooking
31,97,97,2023/06/19 15:55:48.930,162,3.05,4.4,38.4,62.3,-0.245,-0.048,-1.014,0.1,212.0,68.6,23.74,991.75,1687157748,cooking
32,98,98,2023/06/19 15:55:49.930,163,3.05,4.4,35.8,63.1,-0.245,-0.048,-1.013,0.3,210.4,68.6,23.72,991.73,1687157749,cooking
33,99,99,2023/06/19 15:55:50.930,164,3.05,3.7,38.0,64.2,-0.245,-0.048,-1.013,0.5,212.4,68.6,23.7,991.67,1687157750,cooking
34,100,100,2023/06/19 15:55:51.930,165,3.05,3.3,36.5,61.2,-0.245,-0.048,-1.013,0.1,207.4,68.56,23.72,991.75,1687157751,cooking
35,101,101,2023/06/19 15:55:52.930,166,3.05,3.7,37.6,63.8,-0.246,-0.048,-1.013,0.4,211.2,68.59,23.68,991.7,1687157752,cooking
36,102,102,2023/06/19 15:55:53.930,167,3.05,3.3,35.4,65.3,-0.245,-0.048,-1.013,0.2,209.6,68.58,23.66,991.7,1687157753,cooking
37,103,103,2023/06/19 15:55:54.930,168,3.05,4.4,36.9,66.1,-0.245,-0.047,-1.013,0.2,210.0,68.55,23.68,991.78,1687157754,cooking
38,104,104,2023/06/19 15:55:55.930,169,3.05,3.3,37.2,62.7,-0.246,-0.048,-1.013,0.8,210.7,68.57,23.68,991.73,1687157755,cooking
39,105,105,2023/06/19 15:55:56.930,170,3.05,4.1,37.6,64.2,-0.246,-0.048,-1.013,0.0,212.6,68.63,23.66,991.78,1687157756,cooking
40,106,106,2023/06/19 15:55:57.930,171,3.05,4.4,38.0,64.6,-0.245,-0.048,-1.013,0.2,210.0,68.63,23.66,991.7,1687157757,cooking
41,107,107,2023/06/19 15:55:58.930,172,3.05,4.1,37.6,65.3,-0.246,-0.048,-1.013,0.3,207.4,68.54,23.7,991.73,1687157758,cooking
42,108,108,2023/06/19 15:55:59.930,173,3.05,2.6,37.2,65.7,-0.246,-0.048,-1.013,0.0,209.9,68.6,23.7,991.73,1687157759,cooking
43,109,109,2023/06/19 15:56:00.930,174,3.05,4.1,35.8,64.9,-0.246,-0.048,-1.013,0.2,210.7,68.64,23.7,991.73,1687157760,cooking
44,110,110,2023/06/19 15:56:01.930,175,3.05,2.9,37.2,64.6,-0.245,-0.047,-1.014,0.1,213.0,68.63,23.66,991.78,1687157761,cooking
45,111,111,2023/06/19 15:56:02.930,176,3.05,4.4,35.8,64.9,-0.246,-0.048,-1.014,0.2,210.8,68.63,23.68,991.73,1687157762,cooking
46,112,112,2023/06/19 15:56:03.930,177,3.05,4.1,36.5,62.7,-0.246,-0.048,-1.013,0.0,210.8,68.67,23.68,991.75,1687157763,cooking
47,113,113,2023/06/19 15:56:04.930,178,3.05,2.9,37.2,67.2,-0.245,-0.047,-1.014,0.2,211.2,68.64,23.68,991.73,1687157764,cooking
48,114,114,2023/06/19 15:56:05.930,179,3.05,2.9,37.6,63.1,-0.246,-0.048,-1.013,0.1,211.1,68.67,23.7,991.75,1687157765,cooking
49,115,115,2023/06/19 15:56:06.930,180,3.05,4.8,36.9,66.1,-0.246,-0.047,-1.014,0.1,209.7,68.68,23.65,991.75,1687157766,cooking
50,116,116,2023/06/19 15:56:07.930,181,3.05,3.3,37.2,64.6,-0.246,-0.047,-1.014,0.1,211.2,68.63,23.7,991.75,1687157767,cooking
51,117,117,2023/06/19 15:56:08.930,182,3.05,2.9,37.6,62.7,-0.246,-0.048,-1.013,0.1,211.7,68.7,23.72,991.73,1687157768,cooking
52,118,118,2023/06/19 15:56:09.930,183,3.05,2.9,36.5,59.7,-0.245,-0.048,-1.013,0.0,212.0,68.69,23.68,991.78,1687157769,cooking
53,119,119,2023/06/19 15:56:10.930,184,3.05,1.8,37.6,65.3,-0.245,-0.048,-1.013,0.1,210.3,68.68,23.68,991.73,1687157770,cooking
54,120,120,2023/06/19 15:56:11.930,185,3.05,4.4,39.1,64.2,-0.246,-0.048,-1.014,0.1,208.7,68.65,23.66,991.75,1687157771,cooking
55,121,121,2023/06/19 15:56:12.930,186,3.05,2.2,36.5,63.1,-0.246,-0.048,-1.013,0.2,210.5,68.68,23.63,991.73,1687157772,cooking
56,122,122,2023/06/19 15:56:13.930,187,3.05,4.1,36.9,64.9,-0.246,-0.048,-1.013,0.1,211.6,68.68,23.66,991.73,1687157773,cooking
57,123,123,2023/06/19 15:56:14.930,188,3.05,2.2,36.5,65.3,-0.246,-0.048,-1.013,0.4,207.0,68.72,23.7,991.78,1687157774,cooking
58,124,124,2023/06/19 15:56:15.930,189,3.05,4.4,38.4,62.3,-0.245,-0.048,-1.014,0.1,210.1,68.71,23.63,991.73,1687157775,cooking
59,125,125,2023/06/19 15:56:16.930,190,3.05,4.1,37.6,64.6,-0.245,-0.048,-1.013,0.3,211.7,68.74,23.59,991.78,1687157776,cooking
60,126,126,2023/06/19 15:56:17.930,191,3.03,2.9,37.2,62.7,-0.245,-0.047,-1.013,0.2,209.7,68.72,23.65,991.64,1687157777,cooking
61,127,127,2023/06/19 15:56:18.930,192,3.03,4.1,35.4,61.2,-0.246,-0.048,-1.014,0.0,211.0,68.61,23.66,991.73,1687157778,cooking
62,128,128,2023/06/19 15:56:19.930,193,3.03,4.1,36.1,64.2,-0.246,-0.048,-1.014,0.4,209.2,68.73,23.66,991.7,1687157779,cooking
63,129,129,2023/06/19 15:56:20.930,194,3.03,4.8,37.2,63.1,-0.246,-0.047,-1.013,0.1,210.8,68.7,23.68,991.73,1687157780,cooking
64,130,130,2023/06/19 15:56:21.930,195,3.03,5.2,37.6,64.2,-0.246,-0.048,-1.014,0.1,211.4,68.73,23.7,991.75,1687157781,cooking
65,131,131,2023/06/19 15:56:22.930,196,3.03,3.7,37.6,65.3,-0.245,-0.048,-1.014,0.1,211.6,68.69,23.65,991.73,1687157782,cooking
66,132,132,2023/06/19 15:56:23.930,197,3.03,4.1,36.1,65.3,-0.246,-0.047,-1.014,0.1,208.5,68.71,23.65,991.67,1687157783,cooking
67,133,133,2023/06/19 15:56:24.930,198,3.03,3.3,35.0,63.4,-0.246,-0.048,-1.013,0.1,211.1,68.68,23.7,991.75,1687157784,cooking
68,134,134,2023/06/19 15:56:25.930,199,3.03,3.3,37.6,60.8,-0.246,-0.048,-1.013,0.3,211.7,68.72,23.68,991.73,1687157785,cooking
69,135,135,2023/06/19 15:56:26.930,200,3.03,2.9,37.2,66.4,-0.245,-0.048,-1.014,0.2,210.6,68.75,23.66,991.73,1687157786,cooking
70,136,136,2023/06/19 15:56:27.930,201,3.03,3.7,37.2,64.2,-0.245,-0.047,-1.012,0.2,210.2,68.75,23.61,991.7,1687157787,cooking
71,137,137,2023/06/19 15:56:28.930,202,3.03,4.1,36.5,62.7,-0.245,-0.048,-1.014,0.2,211.3,68.7,23.66,991.73,1687157788,cooking
72,138,138,2023/06/19 15:56:29.930,203,3.03,3.7,38.0,67.9,-0.246,-0.047,-1.014,0.1,210.5,68.78,23.63,991.73,1687157789,cooking
73,139,139,2023/06/19 15:56:30.930,204,3.03,4.1,35.4,66.1,-0.245,-0.048,-1.013,0.2,211.6,68.71,23.66,991.67,1687157790,cooking
74,140,140,2023/06/19 15:56:31.930,205,3.03,4.8,36.9,64.6,-0.245,-0.049,-1.013,0.3,208.5,68.72,23.66,991.78,1687157791,cooking
75,141,141,2023/06/19 15:56:32.930,206,3.03,4.4,38.0,65.3,-0.245,-0.048,-1.013,0.0,208.8,68.69,23.66,991.73,1687157792,cooking
76,142,142,2023/06/19 15:56:33.930,207,3.03,3.7,35.8,64.6,-0.245,-0.048,-1.014,0.2,209.6,68.71,23.68,991.67,1687157793,cooking
77,143,143,2023/06/19 15:56:34.930,208,3.03,4.1,37.6,64.6,-0.245,-0.048,-1.014,0.2,212.0,68.77,23.66,991.73,1687157794,cooking
78,144,144,2023/06/19 15:56:35.930,209,3.03,2.9,36.5,60.1,-0.245,-0.048,-1.014,0.1,211.7,68.73,23.63,991.7,1687157795,cooking
79,145,145,2023/06/19 15:56:36.930,210,3.03,3.7,36.9,64.6,-0.245,-0.048,-1.012,0.0,212.2,68.78,23.68,991.7,1687157796,cooking
80,146,146,2023/06/19 15:56:37.930,211,3.03,4.1,36.5,62.7,-0.245,-0.048,-1.013,0.0,212.1,68.77,23.66,991.64,1687157797,cooking
81,147,147,2023/06/19 15:56:38.930,212,3.03,3.7,36.9,62.3,-0.245,-0.048,-1.013,0.6,209.3,68.77,23.66,991.7,1687157798,cooking
82,148,148,2023/06/19 15:56:39.930,213,3.03,3.7,38.8,62.3,-0.245,-0.048,-1.013,0.1,210.5,68.72,23.65,991.7,1687157799,cooking
83,149,149,2023/06/19 15:56:40.930,214,3.03,2.6,38.0,67.2,-0.246,-0.048,-1.014,0.4,212.0,68.79,23.7,991.67,1687157800,cooking
84,150,150,2023/06/19 15:56:41.930,215,3.03,3.7,38.8,64.9,-0.246,-0.048,-1.014,0.0,209.4,68.76,23.65,991.7,1687157801,cooking
85,151,151,2023/06/19 15:56:42.930,216,3.03,3.3,36.1,65.7,-0.246,-0.048,-1.013,0.1,208.1,68.73,23.63,991.75,1687157802,cooking
86,152,152,2023/06/19 15:56:43.930,217,3.03,3.3,38.0,63.8,-0.245,-0.048,-1.013,0.0,209.5,68.79,23.65,991.7,1687157803,cooking
87,153,153,2023/06/19 15:56:44.930,218,3.03,4.4,35.4,63.4,-0.246,-0.048,-1.013,0.0,211.1,68.75,23.65,991.73,1687157804,cooking
88,154,154,2023/06/19 15:56:45.930,219,3.03,2.9,38.0,63.8,-0.245,-0.048,-1.015,0.2,213.9,68.77,23.68,991.7,1687157805,cooking
89,155,155,2023/06/19 15:56:46.930,220,3.03,2.6,36.9,65.3,-0.245,-0.048,-1.013,0.1,212.4,68.79,23.66,991.7,1687157806,cooking
90,156,156,2023/06/19 15:56:47.930,221,3.03,3.7,36.1,63.4,-0.245,-0.047,-1.014,0.1,212.2,68.77,23.65,991.75,1687157807,cooking
91,157,157,2023/06/19 15:56:48.930,222,3.03,3.3,38.8,62.3,-0.245,-0.048,-1.014,0.4,210.0,68.77,23.68,991.75,1687157808,cooking
92,158,158,2023/06/19 15:56:49.930,223,3.03,4.1,36.5,65.7,-0.245,-0.048,-1.014,0.1,211.0,68.83,23.59,991.67,1687157809,cooking
93,159,159,2023/06/19 15:56:50.930,224,3.03,5.6,37.2,64.2,-0.246,-0.048,-1.014,0.2,208.5,68.79,23.63,991.73,1687157810,cooking
94,160,160,2023/06/19 15:56:51.930,225,3.03,2.9,38.4,62.3,-0.245,-0.048,-1.013,0.1,208.9,68.79,23.66,991.78,1687157811,cooking
95,161,161,2023/06/19 15:56:52.930,226,3.03,4.4,36.9,62.7,-0.246,-0.048,-1.014,0.2,211.7,68.79,23.66,991.7,1687157812,cooking
96,162,162,2023/06/19 15:56:53.930,227,3.03,4.1,37.6,63.8,-0.245,-0.048,-1.015,0.1,211.1,68.8,23.68,991.67,1687157813,cooking
97,163,163,2023/06/19 15:56:54.930,228,3.03,4.8,37.2,63.1,-0.246,-0.048,-1.013,0.8,212.4,68.73,23.66,991.73,1687157814,cooking
98,164,164,2023/06/19 15:56:55.930,229,3.03,2.6,37.2,62.3,-0.245,-0.047,-1.014,0.0,211.7,68.8,23.65,991.67,1687157815,cooking
99,165,165,2023/06/19 15:56:56.930,230,3.03,3.3,38.4,64.6,-0.245,-0.049,-1.014,0.4,214.5,68.8,23.66,991.62,1687157816,cooking
100,166,166,2023/06/19 15:56:57.930,231,3.03,4.1,35.4,63.1,-0.245,-0.047,-1.013,0.3,212.8,68.79,23.61,991.75,1687157817,cooking
101,167,167,2023/06/19 15:56:58.930,232,3.03,3.7,37.2,64.6,-0.246,-0.048,-1.014,0.1,212.1,68.69,23.63,991.7,1687157818,cooking
102,168,168,2023/06/19 15:56:59.930,233,3.03,4.1,36.1,61.9,-0.245,-0.047,-1.013,0.1,210.3,68.82,23.61,991.73,1687157819,cooking
103,169,169,2023/06/19 15:57:00.930,234,3.03,3.7,36.9,63.1,-0.245,-0.048,-1.012,0.1,208.9,68.74,23.59,991.75,1687157820,cooking
104,170,170,2023/06/19 15:57:01.930,235,3.03,4.4,38.8,63.4,-0.245,-0.047,-1.013,0.4,212.0,68.79,23.63,991.73,1687157821,cooking
105,171,171,2023/06/19 15:57:02.930,236,3.03,2.9,37.2,61.6,-0.246,-0.048,-1.014,0.2,210.2,68.81,23.63,991.75,1687157822,cooking
106,172,172,2023/06/19 15:57:03.930,237,3.03,4.4,37.2,63.1,-0.246,-0.048,-1.013,0.0,212.1,68.75,23.66,991.73,1687157823,cooking
107,173,173,2023/06/19 15:57:04.930,238,3.03,4.1,37.2,61.6,-0.246,-0.048,-1.014,0.0,212.8,68.87,23.63,991.75,1687157824,cooking
108,174,174,2023/06/19 15:57:05.930,239,3.03,2.6,36.1,63.8,-0.245,-0.048,-1.013,0.0,212.4,68.79,23.65,991.9,1687157825,cooking
109,175,175,2023/06/19 15:57:06.930,240,3.03,3.3,35.4,62.7,-0.246,-0.048,-1.014,0.3,209.8,68.78,23.68,991.78,1687157826,cooking
110,176,176,2023/06/19 15:57:07.930,241,3.03,3.7,35.0,62.7,-0.246,-0.048,-1.014,0.2,210.9,68.75,23.63,991.78,1687157827,cooking
111,177,177,2023/06/19 15:57:08.930,242,3.03,3.7,38.4,64.9,-0.246,-0.048,-1.014,0.4,213.0,68.76,23.65,991.73,1687157828,cooking
112,178,178,2023/06/19 15:57:09.930,243,3.03,4.1,35.0,67.2,-0.245,-0.048,-1.013,0.2,211.1,68.83,23.65,991.7,1687157829,cooking
113,179,179,2023/06/19 15:57:10.930,244,3.03,2.6,38.8,65.7,-0.246,-0.048,-1.013,0.6,209.6,68.84,23.65,991.78,1687157830,cooking
114,180,180,2023/06/19 15:57:11.930,245,3.03,2.2,37.2,62.3,-0.246,-0.048,-1.014,0.1,208.5,68.8,23.61,991.78,1687157831,cooking
115,181,181,2023/06/19 15:57:12.930,246,3.03,4.4,36.1,61.6,-0.245,-0.047,-1.014,0.2,212.0,68.82,23.66,991.78,1687157832,cooking
116,182,182,2023/06/19 15:57:13.930,247,3.03,4.8,37.2,63.4,-0.246,-0.047,-1.014,0.0,211.1,68.82,23.66,991.75,1687157833,cooking
117,183,183,2023/06/19 15:57:14.930,248,3.03,2.9,36.9,64.6,-0.246,-0.048,-1.014,0.1,209.7,68.79,23.63,991.83,1687157834,cooking
118,184,184,2023/06/19 15:57:15.930,249,3.03,2.6,37.6,61.6,-0.246,-0.048,-1.013,0.2,211.2,68.75,23.61,991.67,1687157835,cooking
119,185,185,2023/06/19 15:57:16.930,250,3.03,4.1,38.4,63.4,-0.245,-0.048,-1.013,0.1,209.9,68.82,23.65,991.75,1687157836,cooking
120,186,186,2023/06/19 15:57:17.930,251,3.03,2.9,37.2,66.1,-0.246,-0.047,-1.013,0.1,210.3,68.78,23.59,991.75,1687157837,cooking
121,187,187,2023/06/19 15:57:18.930,252,3.03,4.1,36.1,64.9,-0.246,-0.048,-1.014,0.4,209.0,68.81,23.65,991.78,1687157838,cooking
122,188,188,2023/06/19 15:57:19.930,253,3.03,2.9,35.8,64.9,-0.245,-0.047,-1.013,0.1,211.5,68.78,23.65,991.83,1687157839,cooking
123,189,189,2023/06/19 15:57:20.930,254,3.03,3.7,35.4,62.7,-0.245,-0.047,-1.013,0.0,210.5,68.78,23.65,991.78,1687157840,cooking
124,190,190,2023/06/19 15:57:21.930,255,3.03,1.4,38.0,62.7,-0.246,-0.048,-1.013,0.0,210.2,68.83,23.65,991.75,1687157841,cooking
125,191,191,2023/06/19 15:57:22.930,0,3.03,3.7,36.5,61.9,-0.246,-0.048,-1.013,0.1,209.8,68.8,23.63,991.75,1687157842,cooking
126,192,192,2023/06/19 15:57:23.930,1,3.03,4.1,36.9,62.7,-0.245,-0.048,-1.013,0.0,211.7,68.83,23.7,991.73,1687157843,cooking
127,193,193,2023/06/19 15:57:24.930,2,3.03,2.9,37.6,64.6,-0.245,-0.048,-1.013,0.4,209.0,68.74,23.65,991.73,1687157844,cooking
128,194,194,2023/06/19 15:57:25.930,3,3.03,3.3,36.9,62.7,-0.246,-0.048,-1.012,0.1,207.5,68.75,23.68,991.78,1687157845,cooking
129,195,195,2023/06/19 15:57:26.930,4,3.03,4.8,36.5,65.7,-0.246,-0.048,-1.013,0.1,210.8,68.79,23.61,991.73,1687157846,cooking
130,196,196,2023/06/19 15:57:27.930,5,3.03,4.1,38.4,64.6,-0.245,-0.047,-1.014,0.0,210.9,68.8,23.66,991.81,1687157847,cooking
131,197,197,2023/06/19 15:57:28.930,6,3.03,4.4,38.0,62.3,-0.245,-0.047,-1.014,0.1,210.1,68.82,23.63,991.67,1687157848,cooking
132,198,198,2023/06/19 15:57:29.930,7,3.03,4.8,36.1,65.7,-0.246,-0.048,-1.013,0.0,210.1,68.77,23.59,991.73,1687157849,cooking
133,199,199,2023/06/19 15:57:30.930,8,3.03,4.1,35.8,64.2,-0.245,-0.048,-1.013,0.0,209.6,68.78,23.61,991.75,1687157850,cooking
134,200,200,2023/06/19 15:57:31.930,9,3.03,3.7,36.9,63.0,-0.246,-0.047,-1.013,0.2,212.3,68.79,23.63,991.78,1687157851,cooking
135,201,201,2023/06/19 15:57:32.930,10,3.03,3.7,38.0,64.9,-0.245,-0.047,-1.014,0.4,208.2,68.76,23.65,991.73,1687157852,cooking
136,202,202,2023/06/19 15:57:33.930,11,3.03,3.7,37.2,62.7,-0.245,-0.048,-1.013,0.4,210.9,68.78,23.63,991.73,1687157853,cooking
137,203,203,2023/06/19 15:57:34.930,12,3.03,4.1,36.9,61.2,-0.246,-0.047,-1.014,0.2,211.0,68.8,23.7,991.78,1687157854,cooking
138,204,204,2023/06/19 15:57:35.930,13,3.03,4.1,36.5,61.9,-0.245,-0.048,-1.013,0.1,211.9,68.8,23.65,991.83,1687157855,cooking
139,205,205,2023/06/19 15:57:36.930,14,3.03,4.1,36.9,64.9,-0.245,-0.047,-1.014,0.1,210.8,68.83,23.65,991.78,1687157856,cooking
140,206,206,2023/06/19 15:57:37.930,15,3.03,3.7,36.1,63.1,-0.245,-0.047,-1.014,0.4,208.2,68.81,23.66,991.81,1687157857,cooking
141,207,207,2023/06/19 15:57:38.930,16,3.03,2.6,38.0,63.1,-0.245,-0.048,-1.014,0.4,211.2,68.79,23.66,991.7,1687157858,cooking
142,208,208,2023/06/19 15:57:39.930,17,3.03,2.6,38.0,61.9,-0.245,-0.047,-1.013,0.1,211.4,68.78,23.65,991.78,1687157859,cooking
143,209,209,2023/06/19 15:57:40.930,18,3.03,1.8,36.1,65.3,-0.245,-0.048,-1.013,0.6,212.8,68.76,23.63,991.73,1687157860,cooking
144,210,210,2023/06/19 15:57:41.930,19,3.03,3.7,36.1,64.6,-0.245,-0.048,-1.014,0.1,209.4,68.78,23.63,991.73,1687157861,cooking
145,211,211,2023/06/19 15:57:42.930,20,3.03,3.7,35.8,64.2,-0.245,-0.047,-1.013,0.4,210.9,68.8,23.56,991.75,1687157862,cooking
146,212,212,2023/06/19 15:57:43.930,21,3.03,3.3,38.4,64.2,-0.246,-0.049,-1.014,0.0,209.0,68.78,23.66,991.7,1687157863,cooking
147,213,213,2023/06/19 15:57:44.930,22,3.03,4.8,35.8,63.1,-0.246,-0.048,-1.013,0.1,213.5,68.76,23.68,991.78,1687157864,cooking
148,214,214,2023/06/19 15:57:45.930,23,3.03,2.9,36.1,65.3,-0.246,-0.047,-1.014,0.0,212.1,68.73,23.65,991.78,1687157865,cooking
149,215,215,2023/06/19 15:57:46.930,24,3.03,2.9,36.5,66.4,-0.245,-0.048,-1.014,0.3,214.7,68.77,23.66,991.75,1687157866,cooking
150,216,216,2023/06/19 15:57:47.930,25,3.03,3.7,36.9,65.3,-0.245,-0.048,-1.014,0.1,211.4,68.78,23.65,991.78,1687157867,cooking
151,217,217,2023/06/19 15:57:48.930,26,3.03,1.8,35.4,63.8,-0.245,-0.047,-1.013,0.3,211.7,68.77,23.68,991.75,1687157868,cooking
152,218,218,2023/06/19 15:57:49.930,27,3.03,4.1,35.4,64.9,-0.246,-0.048,-1.014,0.0,214.6,68.73,23.66,991.75,1687157869,cooking
153,219,219,2023/06/19 15:57:50.930,28,3.03,3.3,37.2,63.4,-0.246,-0.048,-1.014,0.1,212.6,68.79,23.65,991.75,1687157870,cooking
154,220,220,2023/06/19 15:57:51.930,29,3.03,3.3,36.1,66.4,-0.245,-0.048,-1.014,0.3,209.9,68.77,23.66,991.81,1687157871,cooking
155,221,221,2023/06/19 15:57:52.930,30,3.03,2.6,37.2,62.7,-0.245,-0.048,-1.013,0.2,211.8,68.72,23.66,991.73,1687157872,cooking
156,222,222,2023/06/19 15:57:53.930,31,3.03,3.3,35.4,64.6,-0.246,-0.048,-1.014,0.3,210.5,68.77,23.68,991.81,1687157873,cooking
157,223,223,2023/06/19 15:57:54.930,32,3.03,4.8,36.1,62.6,-0.246,-0.048,-1.014,0.1,209.4,68.78,23.68,991.73,1687157874,cooking
158,224,224,2023/06/19 15:57:55.930,33,3.03,3.7,36.9,64.2,-0.246,-0.048,-1.012,0.4,212.4,68.68,23.66,991.81,1687157875,cooking
159,225,225,2023/06/19 15:57:56.920,34,3.03,3.3,36.9,64.9,-0.245,-0.047,-1.012,0.3,211.2,68.69,23.66,991.75,1687157876,cooking
160,226,226,2023/06/19 15:57:57.910,35,3.03,2.9,37.6,64.2,-0.245,-0.048,-1.013,0.6,210.9,68.69,23.68,991.75,1687157877,cooking
161,227,227,2023/06/19 15:57:58.900,36,3.03,2.9,38.0,65.6,-0.245,-0.047,-1.013,0.2,210.0,68.7,23.66,991.75,1687157878,cooking
162,228,228,2023/06/19 15:57:59.890,37,3.03,3.3,36.5,64.2,-0.246,-0.048,-1.013,0.1,212.8,68.72,23.68,991.81,1687157879,cooking
163,229,229,2023/06/19 15:58:00.880,38,3.03,3.3,38.0,63.1,-0.246,-0.048,-1.014,0.1,213.1,68.7,23.66,991.75,1687157880,cooking
164,230,230,2023/06/19 15:58:01.870,39,3.03,2.9,37.6,64.6,-0.245,-0.048,-1.014,0.2,212.8,68.74,23.68,991.73,1687157881,cooking
165,231,231,2023/06/19 15:58:02.860,40,3.03,3.7,36.9,63.4,-0.246,-0.048,-1.013,0.0,210.1,68.74,23.72,991.81,1687157882,cooking
166,232,232,2023/06/19 15:58:03.850,41,3.03,4.1,37.2,62.3,-0.246,-0.047,-1.012,0.1,210.7,68.7,23.68,991.78,1687157883,cooking
