,Unnamed: 0.1,Unnamed: 0,Time,Index,Battery,Mag_X[uT],Mag_Y[uT],Mag_Z[uT],Acc_X[G],Acc_Y[G],Acc_Z[G],UV INDEX,AmbientLight[Lx],Humidity[%RH],Temperature[degC],Pressure[hPa],timestamp,activity
428,494,494,2023/06/19 16:02:25.440,47,3.02,4.8,35.8,62.3,-0.246,-0.046,-1.013,0.1,208.9,67.65,23.66,991.83,1687158145,eating
429,495,495,2023/06/19 16:02:26.440,48,3.02,4.1,36.1,66.4,-0.246,-0.048,-1.013,0.3,209.0,67.66,23.63,991.81,1687158146,eating
430,496,496,2023/06/19 16:02:27.440,49,3.02,3.7,36.5,64.9,-0.246,-0.046,-1.014,0.4,209.8,67.65,23.61,991.81,1687158147,eating
431,497,497,2023/06/19 16:02:28.440,50,3.02,2.9,39.5,65.7,-0.246,-0.047,-1.014,0.3,212.6,67.6,23.65,991.78,1687158148,eating
432,498,498,2023/06/19 16:02:29.440,51,3.02,2.9,36.5,64.6,-0.245,-0.047,-1.014,0.1,208.8,67.65,23.68,991.78,1687158149,eating
433,499,499,2023/06/19 16:02:30.440,52,3.02,3.7,35.4,61.9,-0.245,-0.048,-1.013,0.4,208.2,67.63,23.72,991.81,1687158150,eating
434,500,500,2023/06/19 16:02:31.440,53,3.02,3.7,36.9,61.2,-0.245,-0.047,-1.013,0.7,209.9,67.61,23.7,991.81,1687158151,eating
435,501,501,2023/06/19 16:02:32.440,54,3.02,4.8,36.5,62.3,-0.246,-0.048,-1.013,0.3,207.2,67.64,23.68,991.75,1687158152,eating
436,502,502,2023/06/19 16:02:33.440,55,3.02,3.3,37.6,60.8,-0.246,-0.048,-1.014,0.1,210.7,67.65,23.66,991.86,1687158153,eating
437,503,503,2023/06/19 16:02:34.440,56,3.02,2.6,37.2,63.1,-0.245,-0.047,-1.014,0.2,211.7,67.67,23.68,991.75,1687158154,eating
438,504,504,2023/06/19 16:02:35.440,57,3.02,3.3,39.9,63.1,-0.245,-0.047,-1.014,0.1,211.7,67.68,23.68,991.83,1687158155,eating
439,505,505,2023/06/19 16:02:36.440,58,3.02,2.9,35.0,63.1,-0.245,-0.047,-1.014,0.4,209.2,67.67,23.72,991.81,1687158156,eating
440,506,506,2023/06/19 16:02:37.440,59,3.02,4.8,36.9,62.3,-0.245,-0.046,-1.016,0.3,208.0,67.68,23.68,991.78,1687158157,eating
441,507,507,2023/06/19 16:02:38.440,60,3.02,2.2,38.8,66.1,-0.245,-0.047,-1.014,0.0,210.6,67.57,23.61,991.81,1687158158,eating
442,508,508,2023/06/19 16:02:39.440,61,3.02,4.4,37.2,63.8,-0.246,-0.047,-1.013,0.1,211.2,67.6,23.66,991.81,1687158159,eating
443,509,509,2023/06/19 16:02:40.440,62,3.02,2.6,38.0,67.2,-0.245,-0.047,-1.013,0.3,210.5,67.65,23.65,991.81,1687158160,eating
444,510,510,2023/06/19 16:02:41.440,63,3.02,3.3,37.2,62.7,-0.246,-0.047,-1.014,0.1,208.5,67.7,23.7,991.75,1687158161,eating
445,511,511,2023/06/19 16:02:42.440,64,3.02,4.1,38.0,63.8,-0.245,-0.047,-1.014,0.0,208.3,67.59,23.65,991.78,1687158162,eating
446,512,512,2023/06/19 16:02:43.440,65,3.02,2.2,37.2,63.4,-0.245,-0.047,-1.014,0.2,211.7,67.61,23.63,991.75,1687158163,eating
447,513,513,2023/06/19 16:02:44.440,66,3.02,3.7,37.2,64.2,-0.246,-0.047,-1.013,0.3,212.5,67.62,23.66,991.81,1687158164,eating
448,514,514,2023/06/19 16:02:45.440,67,3.02,2.6,35.4,60.4,-0.245,-0.047,-1.014,0.2,209.2,67.62,23.65,991.81,1687158165,eating
449,515,515,2023/06/19 16:02:46.440,68,3.02,3.7,36.1,63.4,-0.246,-0.047,-1.014,0.2,210.8,67.6,23.66,991.75,1687158166,eating
450,516,516,2023/06/19 16:02:47.440,69,3.02,1.8,36.1,67.2,-0.246,-0.047,-1.015,0.0,208.3,67.62,23.68,991.81,1687158167,eating
451,517,517,2023/06/19 16:02:48.440,70,3.02,4.4,36.5,63.1,-0.246,-0.047,-1.014,0.1,211.4,67.7,23.7,991.78,1687158168,eating
452,518,518,2023/06/19 16:02:49.440,71,3.02,4.4,36.5,64.2,-0.246,-0.047,-1.014,0.1,212.7,67.6,23.68,991.7,1687158169,eating
453,519,519,2023/06/19 16:02:50.440,72,3.02,3.3,37.6,63.8,-0.246,-0.047,-1.014,0.0,213.4,67.59,23.65,991.73,1687158170,eating
454,520,520,2023/06/19 16:02:51.440,73,3.02,3.3,37.6,61.9,-0.246,-0.047,-1.013,0.6,209.2,67.58,23.63,991.81,1687158171,eating
455,521,521,2023/06/19 16:02:52.440,74,3.02,2.6,36.9,66.8,-0.246,-0.047,-1.013,0.4,210.6,67.63,23.68,991.78,1687158172,eating
456,522,522,2023/06/19 16:02:53.440,75,3.02,3.3,36.1,63.4,-0.246,-0.047,-1.013,0.2,209.4,67.59,23.65,991.81,1687158173,eating
457,523,523,2023/06/19 16:02:54.440,76,3.02,2.6,37.2,64.2,-0.246,-0.047,-1.013,0.0,209.4,67.55,23.63,991.81,1687158174,eating
458,524,524,2023/06/19 16:02:55.440,77,3.02,3.3,38.0,63.1,-0.246,-0.047,-1.013,0.2,211.0,67.55,23.65,991.81,1687158175,eating
459,525,525,2023/06/19 16:02:56.440,78,3.02,1.1,38.0,64.9,-0.245,-0.047,-1.014,0.5,208.9,67.6,23.7,991.81,1687158176,eating
460,526,526,2023/06/19 16:02:57.440,79,3.02,1.8,36.5,62.7,-0.245,-0.047,-1.013,0.3,211.5,67.62,23.68,991.75,1687158177,eating
461,527,527,2023/06/19 16:02:58.440,80,3.02,3.7,37.6,63.1,-0.246,-0.046,-1.014,0.2,208.8,67.54,23.66,991.81,1687158178,eating
462,528,528,2023/06/19 16:02:59.440,81,3.02,5.2,35.8,63.1,-0.246,-0.046,-1.014,0.2,212.4,67.55,23.66,991.81,1687158179,eating
463,529,529,2023/06/19 16:03:00.440,82,3.02,2.2,36.1,61.6,-0.246,-0.047,-1.013,0.1,208.9,67.54,23.65,991.73,1687158180,eating
464,530,530,2023/06/19 16:03:01.440,83,3.02,1.8,37.6,66.4,-0.246,-0.047,-1.013,0.1,211.7,67.5,23.63,991.78,1687158181,eating
465,531,531,2023/06/19 16:03:02.440,84,3.02,3.7,36.9,64.9,-0.245,-0.047,-1.014,0.4,212.5,67.52,23.65,991.78,1687158182,eating
466,532,532,2023/06/19 16:03:03.440,85,3.02,1.4,38.8,63.4,-0.246,-0.048,-1.013,0.2,210.8,67.51,23.65,991.81,1687158183,eating
467,533,533,2023/06/19 16:03:04.440,86,3.02,4.1,35.4,61.6,-0.246,-0.048,-1.013,0.4,211.0,67.54,23.66,991.78,1687158184,eating
468,534,534,2023/06/19 16:03:05.440,87,3.02,4.1,38.0,66.4,-0.246,-0.047,-1.013,0.5,210.2,67.54,23.66,991.73,1687158185,eating
469,535,535,2023/06/19 16:03:06.440,88,3.02,3.7,37.2,67.2,-0.245,-0.047,-1.013,0.2,210.6,67.5,23.66,991.81,1687158186,eating
470,536,536,2023/06/19 16:03:07.440,89,3.02,3.7,36.9,63.1,-0.246,-0.048,-1.014,0.1,212.1,67.48,23.65,991.81,1687158187,eating
471,537,537,2023/06/19 16:03:08.440,90,3.02,2.9,37.6,62.3,-0.246,-0.047,-1.014,0.1,209.6,67.54,23.66,991.83,1687158188,eating
472,538,538,2023/06/19 16:03:09.440,91,3.02,2.2,36.5,61.9,-0.246,-0.046,-1.014,0.3,206.2,67.5,23.66,991.81,1687158189,eating
473,539,539,2023/06/19 16:03:10.440,92,3.02,3.7,35.8,62.3,-0.245,-0.047,-1.013,0.0,208.9,67.47,23.61,991.78,1687158190,eating
474,540,540,2023/06/19 16:03:11.440,93,3.02,4.1,36.1,63.1,-0.245,-0.047,-1.013,0.2,207.5,67.47,23.63,991.78,1687158191,eating
475,541,541,2023/06/19 16:03:12.440,94,3.02,3.7,38.4,65.7,-0.246,-0.047,-1.013,0.2,208.9,67.56,23.65,991.75,1687158192,eating
476,542,542,2023/06/19 16:03:13.440,95,3.02,4.1,35.4,63.1,-0.246,-0.047,-1.014,0.2,208.3,67.56,23.7,991.78,1687158193,eating
477,543,543,2023/06/19 16:03:14.440,96,3.02,4.1,35.8,64.2,-0.246,-0.047,-1.013,0.4,210.8,67.55,23.65,991.86,1687158194,eating
478,544,544,2023/06/19 16:03:15.440,97,3.02,4.1,37.6,65.7,-0.246,-0.047,-1.014,0.2,209.7,67.49,23.65,991.78,1687158195,eating
479,545,545,2023/06/19 16:03:16.440,98,3.02,2.9,37.2,64.9,-0.245,-0.047,-1.015,0.3,210.2,67.47,23.65,991.81,1687158196,eating
480,546,546,2023/06/19 16:03:17.440,99,3.02,4.1,38.8,65.7,-0.246,-0.047,-1.014,0.1,211.0,67.5,23.66,991.83,1687158197,eating
481,547,547,2023/06/19 16:03:18.440,100,3.02,2.9,36.9,63.1,-0.245,-0.047,-1.013,0.2,210.6,67.54,23.66,991.81,1687158198,eating
482,548,548,2023/06/19 16:03:19.440,101,3.02,3.7,36.9,62.3,-0.247,-0.047,-1.014,0.2,209.9,67.52,23.65,991.78,1687158199,eating
483,549,549,2023/06/19 16:03:20.440,102,3.02,2.6,36.9,62.7,-0.246,-0.047,-1.014,0.4,210.2,67.53,23.65,991.81,1687158200,eating
484,550,550,2023/06/19 16:03:21.440,103,3.02,3.3,36.1,65.7,-0.246,-0.047,-1.015,0.0,210.0,67.47,23.65,991.81,1687158201,eating
485,551,551,2023/06/19 16:03:22.440,104,3.02,4.1,38.8,64.6,-0.246,-0.047,-1.014,0.2,209.5,67.47,23.65,991.75,1687158202,eating
486,552,552,2023/06/19 16:03:23.440,105,3.02,4.1,38.8,63.4,-0.246,-0.047,-1.014,0.3,209.9,67.47,23.66,991.81,1687158203,eating
487,553,553,2023/06/19 16:03:24.440,106,3.02,3.3,36.9,66.1,-0.245,-0.047,-1.013,1.2,212.4,67.5,23.63,991.83,1687158204,eating
488,554,554,2023/06/19 16:03:25.440,107,3.02,2.2,38.0,61.6,-0.245,-0.047,-1.013,0.3,210.0,67.46,23.68,991.73,1687158205,eating
489,555,555,2023/06/19 16:03:26.440,108,3.02,2.9,37.2,64.2,-0.246,-0.047,-1.013,0.2,209.5,67.47,23.66,991.81,1687158206,eating
490,556,556,2023/06/19 16:03:27.440,109,3.02,4.4,36.9,61.6,-0.246,-0.047,-1.013,0.5,211.1,67.49,23.63,991.78,1687158207,eating
491,557,557,2023/06/19 16:03:28.440,110,3.02,2.6,37.2,63.4,-0.246,-0.047,-1.013,1.2,210.6,67.5,23.63,991.81,1687158208,eating
492,558,558,2023/06/19 16:03:29.440,111,3.02,4.4,36.5,64.9,-0.245,-0.047,-1.014,0.1,210.3,67.43,23.68,991.75,1687158209,eating
493,559,559,2023/06/19 16:03:30.440,112,3.02,1.8,38.0,63.1,-0.245,-0.047,-1.013,0.2,209.9,67.41,23.68,991.73,1687158210,eating
494,560,560,2023/06/19 16:03:31.440,113,3.02,2.9,36.5,63.4,-0.246,-0.047,-1.014,0.0,211.3,67.48,23.65,991.78,1687158211,eating
495,561,561,2023/06/19 16:03:32.440,114,3.02,2.9,35.8,67.2,-0.246,-0.048,-1.014,0.0,207.9,67.44,23.65,991.86,1687158212,eating
496,562,562,2023/06/19 16:03:33.440,115,3.02,2.9,36.5,64.6,-0.245,-0.047,-1.014,0.2,210.1,67.44,23.65,991.81,1687158213,eating
497,563,563,2023/06/19 16:03:34.440,116,3.02,4.4,35.8,62.7,-0.246,-0.047,-1.014,0.1,211.8,67.49,23.63,991.81,1687158214,eating
498,564,564,2023/06/19 16:03:35.440,117,3.02,2.9,38.8,62.3,-0.246,-0.048,-1.014,0.7,209.8,67.46,23.65,991.78,1687158215,eating
499,565,565,2023/06/19 16:03:36.440,118,3.02,4.4,36.9,60.1,-0.246,-0.047,-1.014,0.5,209.2,67.45,23.63,991.78,1687158216,eating
500,566,566,2023/06/19 16:03:37.440,119,3.02,3.3,38.4,66.1,-0.246,-0.047,-1.013,0.5,208.4,67.42,23.68,991.81,1687158217,eating
501,567,567,2023/06/19 16:03:38.440,120,3.02,3.3,36.9,63.8,-0.246,-0.047,-1.015,0.0,210.0,67.48,23.63,991.86,1687158218,eating
502,568,568,2023/06/19 16:03:39.440,121,3.02,2.2,37.2,67.2,-0.246,-0.047,-1.014,0.0,209.1,67.44,23.63,991.78,1687158219,eating
503,569,569,2023/06/19 16:03:40.440,122,3.02,4.1,37.2,64.6,-0.245,-0.047,-1.013,0.1,209.0,67.45,23.66,991.83,1687158220,eating
504,570,570,2023/06/19 16:03:41.440,123,3.02,4.1,35.4,63.4,-0.246,-0.047,-1.014,0.2,209.4,67.41,23.63,991.78,1687158221,eating
505,571,571,2023/06/19 16:03:42.440,124,3.02,2.9,37.2,66.4,-0.246,-0.048,-1.014,0.0,207.6,67.45,23.59,991.83,1687158222,eating
506,572,572,2023/06/19 16:03:43.440,125,3.02,4.4,36.9,64.6,-0.246,-0.048,-1.013,0.3,211.7,67.41,23.65,991.78,1687158223,eating
507,573,573,2023/06/19 16:03:44.440,126,3.02,1.8,39.1,63.8,-0.246,-0.047,-1.013,0.3,209.8,67.44,23.59,991.75,1687158224,eating
508,574,574,2023/06/19 16:03:45.440,127,3.02,4.4,36.9,62.7,-0.246,-0.047,-1.014,0.2,210.6,67.41,23.63,991.78,1687158225,eating
509,575,575,2023/06/19 16:03:46.440,128,3.02,1.4,35.8,63.8,-0.246,-0.047,-1.014,0.0,209.5,67.47,23.63,991.75,1687158226,eating
510,576,576,2023/06/19 16:03:47.440,129,3.02,3.3,37.2,63.8,-0.246,-0.047,-1.014,0.2,209.0,67.4,23.59,991.9,1687158227,eating
511,577,577,2023/06/19 16:03:48.440,130,3.02,4.1,35.4,62.3,-0.246,-0.047,-1.014,0.3,211.0,67.44,23.59,991.78,1687158228,eating
512,578,578,2023/06/19 16:03:49.440,131,3.02,3.3,37.6,64.2,-0.245,-0.048,-1.013,0.2,207.6,67.43,23.61,991.86,1687158229,eating
513,579,579,2023/06/19 16:03:50.440,132,3.02,3.7,37.2,64.2,-0.246,-0.047,-1.014,0.4,211.0,67.43,23.63,991.75,1687158230,eating
514,580,580,2023/06/19 16:03:51.440,133,3.02,3.3,36.5,63.8,-0.246,-0.047,-1.014,0.2,209.8,67.38,23.65,991.75,1687158231,eating
515,581,581,2023/06/19 16:03:52.440,134,3.02,2.6,35.4,60.8,-0.246,-0.047,-1.014,0.1,212.5,67.46,23.59,991.83,1687158232,eating
516,582,582,2023/06/19 16:03:53.440,135,3.02,4.1,37.2,61.2,-0.246,-0.047,-1.013,0.2,210.2,67.51,23.61,991.81,1687158233,eating
517,583,583,2023/06/19 16:03:54.440,136,3.02,1.8,37.2,63.8,-0.246,-0.048,-1.014,0.4,207.6,67.48,23.63,991.9,1687158234,eating
518,584,584,2023/06/19 16:03:55.440,137,3.02,2.9,36.9,63.4,-0.246,-0.047,-1.014,0.1,211.9,67.43,23.63,991.78,1687158235,eating
519,585,585,2023/06/19 16:03:56.440,138,3.02,3.7,37.2,61.2,-0.246,-0.048,-1.014,0.4,207.9,67.45,23.68,991.83,1687158236,eating
520,586,586,2023/06/19 16:03:57.440,139,3.02,2.9,37.2,64.2,-0.245,-0.047,-1.013,0.2,208.3,67.48,23.63,991.81,1687158237,eating
521,587,587,2023/06/19 16:03:58.440,140,3.02,2.2,36.9,63.8,-0.245,-0.047,-1.013,0.2,211.9,67.46,23.65,991.81,1687158238,eating
522,588,588,2023/06/19 16:03:59.440,141,3.02,2.9,38.0,64.9,-0.246,-0.047,-1.014,0.1,211.4,67.47,23.61,991.78,1687158239,eating
523,589,589,2023/06/19 16:04:00.440,142,3.02,4.1,38.8,63.8,-0.246,-0.047,-1.013,0.4,204.6,67.54,23.65,991.81,1687158240,eating
524,590,590,2023/06/19 16:04:01.440,143,3.02,2.9,37.2,66.4,-0.245,-0.047,-1.014,0.0,209.4,67.47,23.63,991.81,1687158241,eating
525,591,591,2023/06/19 16:04:02.440,144,3.02,4.8,37.2,65.7,-0.246,-0.047,-1.015,0.7,210.1,67.5,23.65,991.92,1687158242,eating
526,592,592,2023/06/19 16:04:03.440,145,3.02,4.1,36.9,63.8,-0.245,-0.048,-1.014,0.2,210.8,67.47,23.65,991.86,1687158243,eating
527,593,593,2023/06/19 16:04:04.440,146,3.02,3.7,37.2,66.1,-0.245,-0.047,-1.014,0.0,210.2,67.45,23.65,991.78,1687158244,eating
528,594,594,2023/06/19 16:04:05.440,147,3.02,4.1,36.9,61.6,-0.245,-0.047,-1.013,0.1,210.0,67.45,23.65,991.83,1687158245,eating
529,595,595,2023/06/19 16:04:06.440,148,3.02,3.7,38.0,64.2,-0.246,-0.047,-1.014,0.5,209.6,67.53,23.68,991.83,1687158246,eating
530,596,596,2023/06/19 16:04:07.430,149,3.02,4.8,36.1,63.4,-0.245,-0.047,-1.014,0.2,207.9,67.52,23.63,991.81,1687158247,eating
531,597,597,2023/06/19 16:04:08.420,150,3.02,4.8,35.0,63.4,-0.246,-0.047,-1.013,0.1,209.4,67.51,23.7,991.81,1687158248,eating
532,598,598,2023/06/19 16:04:09.410,151,3.02,2.2,36.9,61.9,-0.246,-0.047,-1.014,0.1,208.7,67.5,23.66,991.9,1687158249,eating
533,599,599,2023/06/19 16:04:10.400,152,3.02,1.8,36.5,63.1,-0.247,-0.047,-1.013,0.2,209.0,67.52,23.65,991.81,1687158250,eating
534,600,600,2023/06/19 16:04:11.390,153,3.02,1.8,38.0,64.6,-0.245,-0.048,-1.013,0.1,213.6,67.52,23.65,991.81,1687158251,eating
535,601,601,2023/06/19 16:04:12.380,154,3.02,3.3,38.0,65.3,-0.246,-0.047,-1.013,0.0,207.6,67.53,23.63,991.86,1687158252,eating
536,602,602,2023/06/19 16:04:13.370,155,3.02,2.9,37.2,62.7,-0.245,-0.047,-1.014,0.1,208.7,67.49,23.68,991.81,1687158253,eating
537,603,603,2023/06/19 16:04:14.360,156,3.02,3.7,38.0,62.3,-0.246,-0.048,-1.013,0.1,212.9,67.54,23.65,991.81,1687158254,eating
538,604,604,2023/06/19 16:04:15.350,157,3.02,3.7,38.4,63.8,-0.245,-0.047,-1.014,0.2,208.4,67.5,23.65,991.81,1687158255,eating
539,605,605,2023/06/19 16:04:16.340,158,3.02,1.8,36.1,64.2,-0.246,-0.047,-1.014,0.2,211.1,67.54,23.66,991.78,1687158256,eating
540,606,606,2023/06/19 16:04:17.330,159,3.02,2.6,37.2,64.2,-0.246,-0.047,-1.014,0.0,210.6,67.57,23.66,991.78,1687158257,eating
541,607,607,2023/06/19 16:04:18.320,160,3.02,4.8,38.8,63.8,-0.245,-0.047,-1.013,0.3,212.9,67.55,23.63,991.86,1687158258,eating
542,608,608,2023/06/19 16:04:19.310,161,3.02,4.1,36.9,65.7,-0.246,-0.048,-1.014,0.4,209.2,67.52,23.66,991.78,1687158259,eating
543,609,609,2023/06/19 16:04:20.300,162,3.02,4.1,37.6,64.9,-0.246,-0.048,-1.013,0.3,209.7,67.57,23.65,991.78,1687158260,eating
544,610,610,2023/06/19 16:04:21.290,163,3.02,3.3,36.5,62.7,-0.246,-0.047,-1.014,0.0,208.5,67.52,23.68,991.78,1687158261,eating
545,611,611,2023/06/19 16:04:22.280,164,3.02,2.9,38.0,61.9,-0.246,-0.047,-1.013,0.3,210.2,67.59,23.7,991.83,1687158262,eating
546,612,612,2023/06/19 16:04:23.270,165,3.02,2.9,38.4,61.9,-0.245,-0.047,-1.014,0.6,213.0,67.55,23.7,991.78,1687158263,eating
547,613,613,2023/06/19 16:04:24.260,166,3.02,3.7,36.9,65.3,-0.246,-0.047,-1.014,0.2,210.4,67.6,23.66,991.78,1687158264,eating
548,614,614,2023/06/19 16:04:25.250,167,3.02,5.6,36.9,63.1,-0.246,-0.047,-1.014,0.1,209.3,67.61,23.65,991.86,1687158265,eating
549,615,615,2023/06/19 16:04:26.240,168,3.02,3.7,38.8,66.8,-0.246,-0.047,-1.014,0.4,210.4,67.63,23.7,991.83,1687158266,eating
550,616,616,2023/06/19 16:04:27.230,169,3.02,3.3,37.6,64.9,-0.245,-0.047,-1.014,0.9,208.5,67.63,23.68,991.83,1687158267,eating
551,617,617,2023/06/19 16:04:28.220,170,3.02,4.8,36.9,65.7,-0.246,-0.047,-1.013,0.1,211.4,67.57,23.72,991.75,1687158268,eating
552,618,618,2023/06/19 16:04:29.210,171,3.02,2.6,37.2,63.8,-0.246,-0.046,-1.014,0.2,209.6,67.57,23.7,991.75,1687158269,eating
553,619,619,2023/06/19 16:04:30.200,172,3.02,3.3,38.0,66.1,-0.246,-0.047,-1.014,0.1,210.2,67.56,23.7,991.83,1687158270,eating
554,620,620,2023/06/19 16:04:31.190,173,3.02,2.6,36.9,65.7,-0.246,-0.047,-1.013,0.1,208.0,67.54,23.72,991.81,1687158271,eating
555,621,621,2023/06/19 16:04:32.180,174,3.02,4.1,36.9,66.5,-0.246,-0.047,-1.015,0.1,212.0,67.54,23.75,991.81,1687158272,eating
556,622,622,2023/06/19 16:04:33.170,175,3.02,3.7,36.9,62.7,-0.246,-0.047,-1.014,0.0,212.0,67.57,23.74,991.86,1687158273,eating
557,623,623,2023/06/19 16:04:34.160,176,3.02,4.1,38.0,64.2,-0.246,-0.048,-1.013,0.4,209.2,67.59,23.7,991.83,1687158274,eating
558,624,624,2023/06/19 16:04:35.150,177,3.02,3.3,37.2,61.9,-0.246,-0.047,-1.013,0.2,212.1,67.6,23.74,991.9,1687158275,eating
559,625,625,2023/06/19 16:04:36.140,178,3.02,4.4,37.2,64.2,-0.246,-0.047,-1.014,0.4,208.2,67.53,23.72,991.81,1687158276,eating
560,626,626,2023/06/19 16:04:37.130,179,3.02,5.6,38.0,62.7,-0.246,-0.047,-1.014,0.3,208.8,67.56,23.72,991.83,1687158277,eating
561,627,627,2023/06/19 16:04:38.120,180,3.02,4.4,36.9,61.2,-0.246,-0.047,-1.013,0.0,209.5,67.6,23.74,991.86,1687158278,eating
562,628,628,2023/06/19 16:04:39.110,181,3.02,2.6,36.9,63.1,-0.246,-0.048,-1.013,0.6,211.6,67.54,23.72,991.78,1687158279,eating
563,629,629,2023/06/19 16:04:40.100,182,3.02,2.9,38.0,61.6,-0.245,-0.047,-1.013,0.1,211.6,67.55,23.74,991.83,1687158280,eating
564,630,630,2023/06/19 16:04:41.090,183,3.02,2.6,37.2,63.1,-0.245,-0.047,-1.014,0.1,210.0,67.58,23.74,991.78,1687158281,eating
565,631,631,2023/06/19 16:04:42.080,184,3.02,4.1,36.5,63.4,-0.246,-0.047,-1.013,0.4,210.4,67.57,23.72,991.78,1687158282,eating
566,632,632,2023/06/19 16:04:43.070,185,3.02,3.7,38.0,66.1,-0.246,-0.047,-1.014,0.2,211.9,67.6,23.77,991.81,1687158283,eating
567,633,633,2023/06/19 16:04:44.060,186,3.02,4.8,39.1,63.5,-0.245,-0.047,-1.015,0.2,209.6,67.56,23.74,991.81,1687158284,eating
568,634,634,2023/06/19 16:04:45.050,187,3.02,3.3,36.5,61.9,-0.246,-0.047,-1.014,0.2,209.5,67.57,23.74,991.86,1687158285,eating
569,635,635,2023/06/19 16:04:46.040,188,3.02,4.1,35.4,63.1,-0.246,-0.047,-1.013,0.2,212.0,67.53,23.72,991.75,1687158286,eating
570,636,636,2023/06/19 16:04:47.030,189,3.02,2.9,37.2,63.4,-0.245,-0.047,-1.013,0.1,209.9,67.6,23.74,991.83,1687158287,eating
571,637,637,2023/06/19 16:04:48.020,190,3.02,3.3,38.0,63.1,-0.246,-0.047,-1.014,0.2,208.4,67.56,23.77,991.9,1687158288,eating
572,638,638,2023/06/19 16:04:49.010,191,3.02,2.6,37.6,63.4,-0.245,-0.047,-1.013,0.2,208.8,67.58,23.74,991.7,1687158289,eating
573,639,639,2023/06/19 16:04:50.000,192,3.02,4.1,37.2,65.3,-0.245,-0.048,-1.014,0.1,210.9,67.58,23.74,991.81,1687158290,eating
575,641,641,2023/06/19 16:04:51.980,194,3.02,3.3,37.6,63.8,-0.246,-0.048,-1.014,0.4,208.6,67.58,23.79,991.81,1687158291,eating
576,642,642,2023/06/19 16:04:52.970,195,3.02,3.3,36.5,66.1,-0.247,-0.047,-1.014,0.3,212.0,67.59,23.77,991.86,1687158292,eating
577,643,643,2023/06/19 16:04:53.960,196,3.02,2.6,38.0,64.2,-0.246,-0.047,-1.015,0.0,207.8,67.54,23.77,991.83,1687158293,eating
578,644,644,2023/06/19 16:04:54.960,197,3.02,2.9,37.6,63.8,-0.246,-0.048,-1.013,0.1,211.0,67.56,23.77,991.86,1687158294,eating
579,645,645,2023/06/19 16:04:55.960,198,3.02,2.6,37.6,62.3,-0.246,-0.047,-1.014,0.6,208.2,67.59,23.75,991.83,1687158295,eating
580,646,646,2023/06/19 16:04:56.960,199,3.02,4.4,37.6,64.6,-0.246,-0.047,-1.014,0.0,211.9,67.57,23.74,991.81,1687158296,eating
581,647,647,2023/06/19 16:04:57.960,200,3.02,3.3,37.6,66.1,-0.245,-0.047,-1.013,0.3,209.5,67.55,23.77,991.86,1687158297,eating
582,648,648,2023/06/19 16:04:58.960,201,3.02,3.7,38.0,63.8,-0.245,-0.047,-1.013,0.2,210.7,67.64,23.75,991.86,1687158298,eating
583,649,649,2023/06/19 16:04:59.960,202,3.02,3.3,36.5,62.8,-0.247,-0.048,-1.013,0.0,211.0,67.6,23.79,991.83,1687158299,eating
584,650,650,2023/06/19 16:05:00.960,203,3.02,4.1,37.2,64.2,-0.246,-0.047,-1.013,0.1,210.0,67.57,23.75,991.86,1687158300,eating
585,651,651,2023/06/19 16:05:01.960,204,3.02,3.7,35.8,64.6,-0.246,-0.048,-1.014,0.1,211.6,67.52,23.81,991.78,1687158301,eating
586,652,652,2023/06/19 16:05:02.960,205,3.02,4.8,35.8,62.7,-0.245,-0.047,-1.013,0.1,212.7,67.56,23.77,991.94,1687158302,eating
587,653,653,2023/06/19 16:05:03.960,206,3.02,4.1,36.5,65.8,-0.246,-0.047,-1.014,0.3,210.9,67.6,23.77,991.83,1687158303,eating
588,654,654,2023/06/19 16:05:04.960,207,3.02,3.7,38.4,64.9,-0.246,-0.047,-1.014,0.2,209.3,67.57,23.77,991.9,1687158304,eating
589,655,655,2023/06/19 16:05:05.960,208,3.02,4.4,36.5,67.2,-0.245,-0.048,-1.013,0.4,210.1,67.52,23.81,991.92,1687158305,eating
590,656,656,2023/06/19 16:05:06.960,209,3.02,3.3,38.4,64.2,-0.246,-0.047,-1.013,0.4,208.9,67.52,23.81,991.81,1687158306,eating
591,657,657,2023/06/19 16:05:07.960,210,3.02,4.8,37.6,63.8,-0.245,-0.047,-1.014,0.0,208.5,67.57,23.81,991.86,1687158307,eating
592,658,658,2023/06/19 16:05:08.960,211,3.02,5.2,38.4,64.2,-0.246,-0.047,-1.014,0.2,210.8,67.54,23.79,991.9,1687158308,eating
593,659,659,2023/06/19 16:05:09.960,212,3.02,2.6,37.2,63.5,-0.245,-0.047,-1.014,0.1,211.5,67.58,23.81,991.9,1687158309,eating
594,660,660,2023/06/19 16:05:10.960,213,3.02,2.9,36.9,66.5,-0.246,-0.047,-1.013,0.0,210.0,67.61,23.81,991.83,1687158310,eating
595,661,661,2023/06/19 16:05:11.960,214,3.02,2.6,37.6,64.6,-0.246,-0.047,-1.013,0.1,208.6,67.53,23.81,991.83,1687158311,eating
596,662,662,2023/06/19 16:05:12.960,215,3.02,3.7,36.5,65.0,-0.245,-0.048,-1.014,0.0,211.5,67.55,23.84,991.86,1687158312,eating
597,663,663,2023/06/19 16:05:13.960,216,3.02,3.3,36.1,63.1,-0.246,-0.048,-1.013,0.0,210.3,67.53,23.79,991.81,1687158313,eating
