Time,Index,Battery,Mag_X[uT],Mag_Y[uT],Mag_Z[uT],Acc_X[G],Acc_Y[G],Acc_Z[G],UV INDEX,AmbientLight[Lx],Humidity[%RH],Temperature[degC],Pressure[hPa]
2023/06/19 18:44:57.907,114,2.94,-17.9,39.0,-9.4,0.074,0.972,-0.029,0.1,18.9,68.61,24.60,993.18
2023/06/19 18:44:58.907,115,2.94,-18.3,39.1,-10.6,0.075,0.973,-0.030,0.3,16.3,68.61,24.60,993.18
2023/06/19 18:44:59.907,116,2.94,-19.4,35.4,-13.9,0.075,0.973,-0.028,0.2,20.2,68.57,24.62,993.18
2023/06/19 18:45:00.907,117,2.94,-17.6,37.2,-10.6,0.074,0.973,-0.030,0.0,17.4,68.60,24.62,993.18
2023/06/19 18:45:01.907,118,2.94,-16.1,39.4,-12.4,0.075,0.973,-0.029,0.1,18.3,68.62,24.66,993.18
2023/06/19 18:45:02.907,119,2.94,-18.6,36.8,-13.2,0.074,0.973,-0.029,0.2,18.6,68.66,24.62,993.12
2023/06/19 18:45:03.907,120,2.94,-19.8,36.8,-11.7,0.075,0.973,-0.028,0.5,19.7,68.62,24.64,993.15
2023/06/19 18:45:04.907,121,2.94,-19.0,37.9,-14.7,0.075,0.973,-0.028,0.1,21.0,68.56,24.66,993.18
2023/06/19 18:45:05.907,122,2.94,-17.2,39.4,-12.1,0.074,0.974,-0.028,0.3,22.6,68.53,24.64,993.18
2023/06/19 18:45:06.907,123,2.94,-18.6,37.6,-10.9,0.075,0.972,-0.030,0.2,21.1,68.60,24.62,993.07
2023/06/19 18:45:07.907,124,2.94,-18.3,37.9,-13.9,0.074,0.973,-0.030,0.1,18.1,68.58,24.62,993.20
2023/06/19 18:45:08.907,125,2.94,-17.9,37.9,-13.9,0.075,0.973,-0.029,0.2,20.7,68.64,24.64,993.12
2023/06/19 18:45:09.907,126,2.94,-19.0,36.1,-8.6,0.074,0.972,-0.030,0.1,22.0,68.59,24.64,993.18
2023/06/19 18:45:10.907,127,2.94,-19.0,37.9,-13.6,0.075,0.973,-0.030,0.0,22.0,68.52,24.62,993.12
2023/06/19 18:45:11.907,128,2.94,-17.2,38.3,-14.3,0.075,0.973,-0.029,0.4,19.0,68.57,24.62,993.20
2023/06/19 18:45:12.907,129,2.94,-18.6,37.2,-11.3,0.075,0.973,-0.029,0.4,21.7,68.62,24.64,993.15
2023/06/19 18:45:13.907,130,2.94,-17.6,37.6,-12.1,0.074,0.973,-0.029,0.0,19.1,68.64,24.62,993.18
2023/06/19 18:45:14.907,131,2.94,-17.2,38.3,-12.1,0.075,0.972,-0.030,0.1,19.8,68.56,24.62,993.15
2023/06/19 18:45:15.907,132,2.94,-18.3,39.8,-11.7,0.075,0.973,-0.029,0.2,19.8,68.61,24.62,993.12
2023/06/19 18:45:16.907,133,2.94,-18.3,37.2,-14.3,0.075,0.972,-0.029,0.1,18.9,68.65,24.58,993.15
2023/06/19 18:45:17.907,134,2.94,-17.6,38.7,-14.3,0.075,0.973,-0.029,0.2,20.6,68.57,24.56,993.18
2023/06/19 18:45:18.907,135,2.94,-18.3,38.7,-13.6,0.075,0.973,-0.028,0.0,17.1,68.64,24.58,993.20
2023/06/19 18:45:19.907,136,2.94,-17.9,40.1,-11.7,0.075,0.973,-0.028,0.2,21.3,68.61,24.58,993.20
2023/06/19 18:45:20.907,137,2.94,-18.3,39.0,-11.7,0.075,0.973,-0.029,0.1,20.8,68.59,24.58,993.18
2023/06/19 18:45:21.907,138,2.94,-17.9,39.4,-10.9,0.075,0.972,-0.028,0.1,21.0,68.63,24.58,993.26
2023/06/19 18:45:22.907,139,2.94,-19.4,39.0,-12.8,0.075,0.973,-0.029,0.7,18.6,68.60,24.60,993.20
2023/06/19 18:45:23.907,140,2.94,-19.4,37.6,-12.8,0.074,0.973,-0.030,0.0,20.6,68.60,24.58,993.07
2023/06/19 18:45:24.907,141,2.94,-17.6,36.8,-14.3,0.075,0.973,-0.029,0.3,19.4,68.62,24.54,993.18
2023/06/19 18:45:25.907,142,2.94,-18.3,39.0,-12.8,0.075,0.973,-0.028,0.0,21.5,68.61,24.64,993.20
2023/06/19 18:45:26.907,143,2.94,-19.4,37.6,-10.9,0.075,0.972,-0.029,0.2,17.3,68.63,24.60,993.20
2023/06/19 18:45:27.907,144,2.94,-17.6,38.7,-13.2,0.075,0.973,-0.029,0.0,20.7,68.65,24.60,993.18
2023/06/19 18:45:28.907,145,2.94,-19.0,37.9,-10.6,0.074,0.972,-0.030,0.0,19.7,68.61,24.62,993.15
2023/06/19 18:45:29.907,146,2.94,-17.9,38.7,-13.2,0.074,0.973,-0.029,0.1,19.4,68.60,24.62,993.23
2023/06/19 18:45:30.907,147,2.94,-17.9,39.8,-13.2,0.075,0.973,-0.029,0.1,19.7,68.60,24.64,993.20
2023/06/19 18:45:31.907,148,2.94,-17.6,36.8,-14.7,0.075,0.973,-0.028,0.1,21.0,68.58,24.58,993.18
2023/06/19 18:45:32.907,149,2.94,-19.4,37.2,-10.9,0.074,0.973,-0.029,0.1,21.1,68.65,24.58,993.23
2023/06/19 18:45:33.907,150,2.94,-17.9,37.6,-14.3,0.075,0.973,-0.029,0.2,21.0,68.62,24.62,993.15
2023/06/19 18:45:34.907,151,2.94,-17.2,37.9,-13.6,0.075,0.973,-0.029,0.1,20.0,68.62,24.58,993.20
2023/06/19 18:45:35.907,152,2.94,-19.4,37.6,-13.9,0.075,0.972,-0.029,0.1,21.7,68.58,24.64,993.18
2023/06/19 18:45:36.907,153,2.94,-17.9,40.1,-12.8,0.075,0.973,-0.029,0.1,20.0,68.69,24.58,993.20
2023/06/19 18:45:37.907,154,2.94,-19.4,37.6,-11.7,0.075,0.972,-0.029,0.6,21.1,68.61,24.62,993.20
2023/06/19 18:45:38.907,155,2.94,-19.4,37.9,-11.3,0.074,0.973,-0.030,0.0,19.7,68.64,24.66,993.20
2023/06/19 18:45:39.907,156,2.94,-18.3,37.6,-11.3,0.075,0.973,-0.029,0.2,17.8,68.66,24.60,993.18
2023/06/19 18:45:40.907,157,2.94,-19.8,38.3,-12.1,0.075,0.973,-0.029,0.1,20.7,68.61,24.60,993.20
2023/06/19 18:45:41.907,158,2.94,-19.0,37.9,-11.3,0.074,0.973,-0.029,0.6,16.7,68.64,24.58,993.18
2023/06/19 18:45:42.907,159,2.94,-19.0,37.2,-10.9,0.075,0.972,-0.029,0.4,20.0,68.54,24.60,993.15
2023/06/19 18:45:43.907,160,2.94,-19.0,37.6,-15.4,0.074,0.973,-0.029,0.0,23.0,68.62,24.56,993.23
2023/06/19 18:45:44.907,161,2.94,-19.0,38.7,-12.1,0.074,0.972,-0.029,0.3,20.9,68.58,24.60,993.20
2023/06/19 18:45:45.907,162,2.94,-18.6,35.8,-13.6,0.075,0.973,-0.029,0.1,18.9,68.58,24.58,993.20
2023/06/19 18:45:46.907,163,2.94,-18.3,36.5,-11.3,0.074,0.973,-0.030,0.3,21.7,68.59,24.58,993.23
2023/06/19 18:45:47.907,164,2.94,-16.8,37.9,-11.3,0.074,0.973,-0.029,0.2,20.6,68.54,24.54,993.18
2023/06/19 18:45:48.907,165,2.94,-17.9,37.9,-12.1,0.075,0.973,-0.029,0.4,19.0,68.56,24.52,993.23
2023/06/19 18:45:49.907,166,2.94,-17.2,37.9,-14.7,0.074,0.973,-0.029,0.6,18.0,68.59,24.56,993.23
2023/06/19 18:45:50.907,167,2.94,-19.0,39.1,-12.4,0.075,0.973,-0.029,0.1,23.0,68.60,24.56,993.12
2023/06/19 18:45:51.907,168,2.94,-19.0,40.1,-10.2,0.075,0.972,-0.030,0.6,20.8,68.62,24.58,993.07
2023/06/19 18:45:52.907,169,2.94,-17.2,37.9,-11.3,0.075,0.973,-0.029,0.0,20.2,68.62,24.58,993.18
2023/06/19 18:45:53.907,170,2.94,-16.8,37.9,-15.4,0.075,0.973,-0.029,0.2,21.7,68.60,24.58,993.18
2023/06/19 18:45:54.907,171,2.94,-19.8,38.3,-13.9,0.075,0.972,-0.029,0.1,21.1,68.58,24.58,993.18
2023/06/19 18:45:55.907,172,2.94,-18.6,38.7,-9.8,0.075,0.972,-0.029,0.2,19.8,68.61,24.60,993.23
2023/06/19 18:45:56.907,173,2.94,-17.6,37.9,-10.9,0.075,0.972,-0.029,0.0,19.4,68.63,24.62,993.23
2023/06/19 18:45:57.907,174,2.94,-19.4,37.2,-14.3,0.075,0.972,-0.029,0.0,18.9,68.61,24.58,993.26
2023/06/19 18:45:58.907,175,2.94,-19.4,37.6,-15.1,0.075,0.973,-0.029,0.2,20.1,68.59,24.58,993.18
2023/06/19 18:45:59.907,176,2.94,-17.6,40.1,-12.8,0.074,0.973,-0.030,1.0,20.9,68.55,24.58,993.20
2023/06/19 18:46:00.907,177,2.94,-18.3,37.9,-12.8,0.075,0.973,-0.028,0.2,22.0,68.59,24.60,993.15
2023/06/19 18:46:01.897,178,2.94,-16.8,39.4,-15.4,0.074,0.973,-0.030,0.1,21.3,68.59,24.62,993.18
2023/06/19 18:46:02.887,179,2.94,-18.3,37.9,-11.7,0.075,0.973,-0.029,0.0,18.3,68.62,24.58,993.15
2023/06/19 18:46:03.877,180,2.94,-19.0,38.7,-12.1,0.075,0.973,-0.028,0.5,18.6,68.62,24.60,993.20
2023/06/19 18:46:04.867,181,2.94,-17.9,39.8,-13.6,0.074,0.972,-0.030,0.4,21.0,68.53,24.54,993.12
2023/06/19 18:46:05.857,182,2.94,-18.3,38.3,-13.6,0.074,0.972,-0.028,0.4,22.7,68.60,24.56,993.23
2023/06/19 18:46:06.847,183,2.94,-16.8,37.2,-12.4,0.075,0.973,-0.029,0.2,18.6,68.58,24.56,993.23
2023/06/19 18:46:07.837,184,2.94,-17.6,36.5,-9.8,0.074,0.973,-0.029,0.0,21.7,68.63,24.60,993.18
2023/06/19 18:46:08.827,185,2.94,-17.9,37.6,-9.4,0.075,0.972,-0.028,0.3,18.2,68.68,24.56,993.18
2023/06/19 18:46:09.817,186,2.94,-19.0,37.6,-12.1,0.075,0.973,-0.030,0.0,18.2,68.64,24.56,993.18
2023/06/19 18:46:10.807,187,2.94,-17.2,38.7,-13.9,0.075,0.973,-0.029,0.1,23.0,68.61,24.56,993.18
2023/06/19 18:46:11.797,188,2.94,-18.3,39.0,-12.8,0.075,0.974,-0.029,0.2,21.0,68.61,24.54,993.18
2023/06/19 18:46:12.787,189,2.94,-17.6,37.6,-11.3,0.075,0.974,-0.030,0.2,16.2,68.62,24.58,993.15
2023/06/19 18:46:13.777,190,2.94,-19.8,39.0,-13.9,0.075,0.972,-0.029,0.2,20.1,68.53,24.66,993.15
2023/06/19 18:46:14.767,191,2.94,-19.0,37.9,-11.7,0.074,0.972,-0.029,0.4,19.1,68.60,24.60,993.15
2023/06/19 18:46:15.757,192,2.94,-16.4,38.3,-13.6,0.074,0.973,-0.030,0.2,16.3,68.62,24.64,993.18
2023/06/19 18:46:16.747,193,2.94,-18.3,37.2,-12.8,0.075,0.973,-0.029,0.2,17.8,68.60,24.58,993.18
2023/06/19 18:46:17.737,194,2.94,-18.6,39.4,-11.7,0.074,0.972,-0.029,0.1,21.7,68.58,24.62,993.18
2023/06/19 18:46:18.727,195,2.94,-18.6,37.2,-14.7,0.075,0.973,-0.029,0.1,21.9,68.57,24.58,993.18
2023/06/19 18:46:19.717,196,2.94,-19.8,37.9,-15.4,0.075,0.972,-0.028,0.1,19.7,68.55,24.60,993.15
2023/06/19 18:46:20.707,197,2.94,-19.0,38.7,-14.3,0.075,0.972,-0.029,0.2,21.0,68.65,24.60,993.23
2023/06/19 18:46:21.697,198,2.94,-19.4,37.9,-11.7,0.075,0.972,-0.029,0.1,18.6,68.66,24.62,993.18
2023/06/19 18:46:22.687,199,2.94,-17.2,36.8,-12.8,0.075,0.973,-0.030,0.4,18.8,68.62,24.60,993.23
2023/06/19 18:46:23.677,200,2.94,-16.4,39.0,-14.3,0.075,0.972,-0.029,0.0,22.4,68.61,24.58,993.23
2023/06/19 18:46:24.667,201,2.94,-19.0,37.6,-15.1,0.075,0.973,-0.029,0.4,20.1,68.59,24.64,993.18
2023/06/19 18:46:25.657,202,2.94,-18.3,38.7,-10.2,0.074,0.972,-0.029,0.1,21.4,68.57,24.60,993.15
2023/06/19 18:46:26.647,203,2.94,-17.9,39.8,-13.2,0.075,0.974,-0.028,0.3,18.7,68.64,24.60,993.23
2023/06/19 18:46:27.637,204,2.94,-17.9,36.8,-12.1,0.075,0.973,-0.029,0.2,20.2,68.62,24.60,993.20
2023/06/19 18:46:28.627,205,2.94,-17.6,37.2,-15.1,0.074,0.973,-0.030,0.3,20.8,68.54,24.60,993.20
2023/06/19 18:46:29.617,206,2.94,-19.8,37.9,-13.2,0.075,0.974,-0.029,0.1,21.4,68.67,24.62,993.18
2023/06/19 18:46:30.607,207,2.94,-17.6,36.1,-9.1,0.074,0.973,-0.029,0.2,20.0,68.55,24.58,993.18
2023/06/19 18:46:31.597,208,2.94,-18.3,38.3,-15.8,0.075,0.973,-0.029,0.2,19.4,68.60,24.58,993.18
2023/06/19 18:46:32.587,209,2.94,-17.9,37.9,-10.6,0.075,0.973,-0.030,0.5,20.6,68.64,24.58,993.18
2023/06/19 18:46:33.587,210,2.94,-20.5,38.3,-11.3,0.075,0.973,-0.030,0.1,20.6,68.60,24.60,993.18
2023/06/19 18:46:34.587,211,2.94,-18.6,37.9,-10.6,0.075,0.973,-0.030,0.1,19.8,68.62,24.58,993.20
2023/06/19 18:46:35.587,212,2.94,-19.4,36.5,-11.3,0.074,0.972,-0.028,0.0,19.7,68.57,24.60,993.20
2023/06/19 18:46:36.587,213,2.94,-19.8,37.6,-11.7,0.075,0.973,-0.029,0.0,22.0,68.54,24.58,993.18
2023/06/19 18:46:37.587,214,2.94,-17.9,38.3,-11.7,0.075,0.973,-0.030,0.2,20.1,68.58,24.64,993.18
2023/06/19 18:46:38.587,215,2.94,-17.2,37.6,-14.3,0.075,0.973,-0.029,0.1,22.0,68.62,24.54,993.23
2023/06/19 18:46:39.587,216,2.94,-17.6,39.0,-14.7,0.074,0.973,-0.030,0.2,18.7,68.60,24.62,993.23
2023/06/19 18:46:40.587,217,2.94,-17.9,37.2,-12.1,0.075,0.973,-0.029,0.1,20.1,68.62,24.60,993.18
2023/06/19 18:46:41.587,218,2.94,-18.3,39.0,-12.1,0.075,0.973,-0.029,0.0,19.6,68.57,24.60,993.18
2023/06/19 18:46:42.587,219,2.94,-19.0,37.6,-13.6,0.074,0.973,-0.030,0.2,18.2,68.58,24.66,993.15
2023/06/19 18:46:43.587,220,2.94,-18.3,37.6,-11.3,0.075,0.973,-0.030,0.4,20.7,68.63,24.56,993.20
2023/06/19 18:46:44.587,221,2.94,-19.4,37.6,-13.6,0.074,0.973,-0.029,0.4,21.7,68.60,24.58,993.15
2023/06/19 18:46:45.587,222,2.94,-18.3,38.3,-10.2,0.074,0.972,-0.029,0.1,22.0,68.62,24.60,993.20
2023/06/19 18:46:46.587,223,2.94,-19.8,37.9,-11.7,0.074,0.973,-0.029,0.2,18.9,68.58,24.62,993.18
2023/06/19 18:46:47.587,224,2.94,-17.9,39.0,-10.6,0.074,0.973,-0.030,0.0,18.7,68.62,24.58,993.15
2023/06/19 18:46:48.587,225,2.94,-18.3,39.4,-10.9,0.075,0.972,-0.030,0.5,21.3,68.61,24.64,993.18
2023/06/19 18:46:49.587,226,2.94,-17.9,36.5,-12.4,0.074,0.972,-0.030,0.3,19.6,68.65,24.62,993.18
2023/06/19 18:46:50.587,227,2.94,-18.6,37.6,-12.4,0.075,0.973,-0.029,0.4,20.9,68.56,24.62,993.18
2023/06/19 18:46:51.587,228,2.94,-19.4,39.0,-10.6,0.075,0.972,-0.028,0.1,20.1,68.58,24.54,993.26
2023/06/19 18:46:52.587,229,2.94,-18.3,38.3,-11.7,0.075,0.972,-0.029,0.0,18.8,68.62,24.60,993.18
2023/06/19 18:46:53.587,230,2.94,-17.9,38.3,-12.8,0.075,0.973,-0.030,0.1,20.7,68.62,24.58,993.15
2023/06/19 18:46:54.587,231,2.94,-18.3,37.6,-12.1,0.075,0.973,-0.029,0.3,19.7,68.59,24.64,993.20
2023/06/19 18:46:55.587,232,2.94,-19.0,39.4,-9.4,0.074,0.973,-0.029,0.8,20.1,68.60,24.64,993.15
2023/06/19 18:46:56.587,233,2.94,-17.9,36.8,-14.3,0.074,0.973,-0.028,0.0,21.5,68.59,24.62,993.18
2023/06/19 18:46:57.587,234,2.94,-18.3,38.3,-12.1,0.075,0.973,-0.030,0.1,19.2,68.59,24.62,993.23
2023/06/19 18:46:58.587,235,2.94,-19.0,38.3,-14.3,0.075,0.974,-0.028,0.1,20.3,68.55,24.62,993.18
2023/06/19 18:46:59.587,236,2.94,-18.6,38.7,-15.1,0.075,0.973,-0.029,0.4,17.7,68.64,24.60,993.23
2023/06/19 18:47:00.587,237,2.94,-17.9,36.8,-14.3,0.075,0.973,-0.030,0.0,17.1,68.61,24.62,993.18
2023/06/19 18:47:01.587,238,2.94,-19.0,39.4,-14.3,0.075,0.973,-0.030,0.2,20.6,68.67,24.62,993.15
2023/06/19 18:47:02.587,239,2.94,-17.6,36.8,-16.6,0.075,0.972,-0.029,0.2,18.8,68.64,24.58,993.18
2023/06/19 18:47:03.587,240,2.94,-17.2,37.9,-12.1,0.075,0.973,-0.029,0.1,19.1,68.63,24.60,993.18
2023/06/19 18:47:04.587,241,2.94,-19.0,37.9,-10.6,0.075,0.972,-0.029,0.6,19.4,68.61,24.54,993.15
2023/06/19 18:47:05.587,242,2.94,-19.4,38.3,-13.2,0.075,0.972,-0.028,0.2,19.9,68.59,24.62,993.15
2023/06/19 18:47:06.587,243,2.94,-19.4,37.9,-13.9,0.075,0.973,-0.028,0.2,21.1,68.56,24.62,993.23
2023/06/19 18:47:07.587,244,2.94,-18.6,38.7,-10.9,0.074,0.973,-0.029,0.8,19.8,68.63,24.60,993.20
2023/06/19 18:47:08.587,245,2.94,-19.0,37.2,-14.3,0.074,0.973,-0.030,0.4,17.5,68.57,24.60,993.23
2023/06/19 18:47:09.587,246,2.94,-18.6,37.2,-12.4,0.074,0.973,-0.029,0.4,20.9,68.62,24.58,993.18
2023/06/19 18:47:10.587,247,2.94,-17.9,38.3,-15.1,0.074,0.972,-0.028,0.3,16.4,68.59,24.62,993.23
2023/06/19 18:47:11.587,248,2.94,-19.4,37.6,-11.3,0.074,0.973,-0.030,0.3,19.8,68.60,24.60,993.18
2023/06/19 18:47:12.587,249,2.94,-19.4,39.0,-12.8,0.075,0.973,-0.029,0.0,21.1,68.71,24.66,993.15
2023/06/19 18:47:13.587,250,2.94,-17.9,38.7,-12.1,0.075,0.973,-0.029,0.2,23.4,68.68,24.60,993.18
2023/06/19 18:47:14.587,251,2.94,-18.3,37.9,-10.9,0.075,0.973,-0.029,0.2,20.7,68.69,24.64,993.20
2023/06/19 18:47:15.587,252,2.94,-17.9,37.2,-10.6,0.075,0.973,-0.029,0.2,13.3,68.56,24.62,993.15
2023/06/19 18:47:16.587,253,2.94,-18.6,39.0,-12.8,0.075,0.972,-0.030,0.2,14.7,68.56,24.60,993.18
2023/06/19 18:47:17.587,254,2.94,-18.6,38.3,-16.2,0.075,0.972,-0.031,0.2,15.4,68.66,24.62,993.15
2023/06/19 18:47:18.587,255,2.94,-18.6,37.6,-13.6,0.074,0.972,-0.030,0.2,16.6,68.62,24.60,993.18
2023/06/19 18:47:19.587,0,2.94,-18.3,37.9,-12.4,0.075,0.973,-0.029,0.1,17.9,68.59,24.62,993.18
2023/06/19 18:47:20.587,1,2.94,-19.8,36.1,-12.1,0.075,0.971,-0.030,0.5,8.6,68.59,24.62,993.15
2023/06/19 18:47:21.587,2,2.94,-17.2,36.8,-11.7,0.074,0.973,-0.029,0.1,12.6,68.60,24.62,993.18
2023/06/19 18:47:22.587,3,2.94,-19.4,36.8,-15.8,0.076,0.973,-0.029,0.1,11.2,68.59,24.60,993.20
2023/06/19 18:47:23.587,4,2.94,-17.9,38.7,-12.8,0.075,0.973,-0.029,0.1,12.9,68.57,24.71,993.20
2023/06/19 18:47:24.587,5,2.94,-17.9,38.3,-11.7,0.074,0.973,-0.029,0.5,15.7,68.54,24.64,993.20
2023/06/19 18:47:25.587,6,2.94,-17.9,38.3,-11.7,0.075,0.973,-0.028,0.3,20.8,68.62,24.62,993.15
2023/06/19 18:47:26.587,7,2.94,-17.6,38.3,-13.9,0.075,0.973,-0.028,0.1,23.7,68.63,24.66,993.18
2023/06/19 18:47:27.587,8,2.94,-18.6,39.1,-13.2,0.074,0.973,-0.026,0.0,17.7,68.60,24.62,993.26
2023/06/19 18:47:28.587,9,2.94,-19.0,39.8,-12.4,0.075,0.973,-0.029,0.1,19.1,68.62,24.64,993.20
2023/06/19 18:47:29.587,10,2.94,-18.6,37.6,-13.6,0.075,0.973,-0.030,0.2,18.0,68.63,24.60,993.18
2023/06/19 18:47:30.587,11,2.94,-19.0,36.8,-13.2,0.075,0.974,-0.029,0.1,18.8,68.61,24.60,993.15
2023/06/19 18:47:31.587,12,2.94,-18.3,39.8,-14.7,0.075,0.973,-0.029,0.3,18.2,68.66,24.66,993.20
2023/06/19 18:47:32.587,13,2.94,-18.6,37.2,-15.4,0.075,0.973,-0.030,0.0,21.5,68.60,24.62,993.26
2023/06/19 18:47:33.587,14,2.94,-17.2,38.3,-14.3,0.075,0.973,-0.030,0.2,18.7,68.64,24.64,993.20
2023/06/19 18:47:34.587,15,2.94,-17.9,38.3,-12.8,0.074,0.973,-0.029,0.4,21.2,68.59,24.62,993.26
2023/06/19 18:47:35.587,16,2.94,-20.1,38.7,-15.4,0.075,0.973,-0.029,0.2,22.5,68.68,24.62,993.20
2023/06/19 18:47:36.587,17,2.94,-18.6,37.2,-11.7,0.074,0.973,-0.028,0.4,18.0,68.62,24.64,993.18
2023/06/19 18:47:37.587,18,2.94,-17.6,37.2,-13.9,0.075,0.973,-0.028,0.5,17.0,68.61,24.60,993.20
2023/06/19 18:47:38.587,19,2.94,-19.8,38.3,-14.3,0.075,0.972,-0.029,0.2,19.1,68.62,24.62,993.20
2023/06/19 18:47:39.587,20,2.94,-16.8,38.3,-12.4,0.075,0.973,-0.029,0.2,20.5,68.68,24.64,993.26
2023/06/19 18:47:40.587,21,2.94,-17.6,39.0,-10.9,0.074,0.973,-0.029,0.1,17.4,68.65,24.64,993.26
2023/06/19 18:47:41.587,22,2.94,-17.9,36.5,-15.4,0.074,0.972,-0.029,0.2,20.1,68.59,24.62,993.23
2023/06/19 18:47:42.587,23,2.94,-18.6,37.6,-12.8,0.075,0.973,-0.029,0.4,19.8,68.57,24.62,993.23
2023/06/19 18:47:43.587,24,2.94,-18.3,38.7,-15.4,0.075,0.973,-0.030,0.2,21.8,68.69,24.62,993.23
2023/06/19 18:47:44.587,25,2.94,-17.6,37.9,-12.4,0.074,0.972,-0.029,0.4,21.1,68.62,24.66,993.15
2023/06/19 18:47:45.587,26,2.94,-20.1,39.8,-14.7,0.075,0.973,-0.029,0.2,21.1,68.62,24.58,993.20
2023/06/19 18:47:46.587,27,2.94,-19.0,39.8,-13.6,0.075,0.973,-0.030,0.1,21.4,68.63,24.64,993.18
2023/06/19 18:47:47.587,28,2.94,-19.4,37.9,-10.6,0.075,0.973,-0.029,0.0,20.6,68.68,24.64,993.23
2023/06/19 18:47:48.587,29,2.94,-17.9,37.9,-10.9,0.075,0.973,-0.030,0.2,17.9,68.67,24.60,993.20
2023/06/19 18:47:49.587,30,2.94,-16.8,37.6,-12.8,0.075,0.973,-0.029,0.3,21.5,68.60,24.64,993.34
2023/06/19 18:47:50.587,31,2.94,-19.0,38.3,-12.1,0.075,0.974,-0.029,0.1,19.8,68.65,24.62,993.23
2023/06/19 18:47:51.587,32,2.94,-17.9,38.7,-13.6,0.075,0.973,-0.029,0.1,19.7,68.64,24.64,993.23
2023/06/19 18:47:52.587,33,2.94,-20.1,38.7,-12.4,0.075,0.973,-0.030,0.2,22.5,68.62,24.62,993.28
2023/06/19 18:47:53.587,34,2.94,-18.6,37.6,-9.8,0.075,0.973,-0.029,0.2,20.9,68.61,24.64,993.31
2023/06/19 18:47:54.587,35,2.94,-19.0,39.0,-13.2,0.075,0.973,-0.028,0.0,19.1,68.63,24.62,993.26
2023/06/19 18:47:55.587,36,2.94,-18.3,37.9,-11.7,0.075,0.973,-0.029,0.1,18.6,68.60,24.64,993.23
2023/06/19 18:47:56.587,37,2.94,-19.0,38.3,-12.4,0.074,0.973,-0.029,0.6,21.4,68.56,24.64,993.20
2023/06/19 18:47:57.587,38,2.94,-17.2,37.2,-13.6,0.074,0.973,-0.029,0.4,19.9,68.59,24.64,993.26
2023/06/19 18:47:58.587,39,2.94,-18.6,37.2,-12.8,0.074,0.973,-0.029,0.1,17.8,68.56,24.64,993.20
2023/06/19 18:47:59.587,40,2.94,-18.3,37.6,-12.8,0.075,0.973,-0.029,0.2,19.1,68.69,24.66,993.26
2023/06/19 18:48:00.587,41,2.94,-19.0,38.3,-13.2,0.075,0.972,-0.029,0.2,19.0,68.68,24.64,993.23
2023/06/19 18:48:01.587,42,2.94,-17.9,37.9,-12.8,0.074,0.972,-0.030,0.6,20.2,68.69,24.60,993.23
2023/06/19 18:48:02.587,43,2.94,-17.6,38.7,-15.4,0.075,0.973,-0.029,0.2,20.7,68.58,24.64,993.20
2023/06/19 18:48:03.587,44,2.94,-18.6,39.0,-10.6,0.075,0.973,-0.028,0.3,17.3,68.52,24.62,993.15
2023/06/19 18:48:04.587,45,2.94,-20.1,38.3,-8.6,0.075,0.972,-0.029,0.2,20.7,68.64,24.64,993.20
2023/06/19 18:48:05.587,46,2.94,-18.3,39.4,-14.7,0.075,0.973,-0.030,0.4,18.6,68.61,24.60,993.23
2023/06/19 18:48:06.587,47,2.94,-19.0,38.7,-12.1,0.075,0.973,-0.028,0.6,20.7,68.67,24.66,993.23
2023/06/19 18:48:07.587,48,2.94,-16.4,39.4,-9.8,0.075,0.973,-0.028,0.6,19.9,68.66,24.62,993.31
2023/06/19 18:48:08.587,49,2.94,-18.6,37.9,-15.4,0.074,0.973,-0.029,0.1,21.4,68.67,24.66,993.31
2023/06/19 18:48:09.587,50,2.94,-18.3,38.3,-11.7,0.075,0.973,-0.029,0.4,19.7,68.57,24.66,993.18
2023/06/19 18:48:10.587,51,2.94,-17.2,38.7,-13.2,0.075,0.973,-0.029,0.2,19.0,68.67,24.64,993.23
2023/06/19 18:48:11.587,52,2.94,-16.8,38.3,-11.3,0.076,0.973,-0.029,0.1,20.6,68.69,24.64,993.28
2023/06/19 18:48:12.587,53,2.94,-19.8,37.9,-12.8,0.075,0.973,-0.029,0.3,20.6,68.65,24.64,993.26
2023/06/19 18:48:13.587,54,2.94,-17.6,38.3,-12.4,0.075,0.973,-0.029,0.6,20.1,68.64,24.62,993.20
2023/06/19 18:48:14.587,55,2.94,-17.6,38.3,-11.7,0.075,0.973,-0.028,0.4,16.9,68.70,24.64,993.28
2023/06/19 18:48:15.587,56,2.94,-18.3,37.9,-12.4,0.074,0.973,-0.029,0.4,19.8,68.56,24.62,993.20
2023/06/19 18:48:16.587,57,2.94,-18.3,39.4,-13.2,0.075,0.973,-0.029,0.1,17.9,68.63,24.54,993.23
2023/06/19 18:48:17.587,58,2.94,-18.6,36.5,-13.6,0.075,0.973,-0.029,0.2,20.1,68.63,24.67,993.28
2023/06/19 18:48:18.587,59,2.94,-17.9,37.6,-11.3,0.074,0.973,-0.029,0.1,19.4,68.64,24.66,993.26
2023/06/19 18:48:19.587,60,2.94,-18.3,37.6,-11.3,0.075,0.974,-0.029,0.4,16.9,68.62,24.66,993.23
2023/06/19 18:48:20.587,61,2.94,-17.9,36.8,-14.7,0.075,0.973,-0.029,0.3,19.8,68.66,24.62,993.20
