Time,Index,Battery,Mag_X[uT],Mag_Y[uT],Mag_Z[uT],Acc_X[G],Acc_Y[G],Acc_Z[G],UV INDEX,AmbientLight[Lx],Humidity[%RH],Temperature[degC],Pressure[hPa]
2023/06/19 18:26:37.127,36,2.94,-18.6,37.6,-12.1,0.075,0.972,-0.029,0.0,18.8,68.09,24.47,992.86
2023/06/19 18:26:38.127,37,2.94,-18.6,39.0,-15.4,0.075,0.972,-0.030,0.2,18.8,68.16,24.52,992.91
2023/06/19 18:26:39.127,38,2.94,-17.9,36.1,-11.7,0.075,0.973,-0.030,0.2,17.3,68.13,24.56,992.86
2023/06/19 18:26:40.127,39,2.94,-17.6,37.6,-13.9,0.076,0.973,-0.029,0.2,18.6,68.16,24.52,992.86
2023/06/19 18:26:41.127,40,2.94,-18.3,34.6,-14.3,0.076,0.972,-0.029,0.2,18.6,68.21,24.56,992.94
2023/06/19 18:26:42.127,41,2.94,-19.0,36.5,-15.4,0.075,0.972,-0.029,0.2,19.2,68.09,24.56,992.81
2023/06/19 18:26:43.127,42,2.94,-18.6,38.7,-10.2,0.076,0.973,-0.028,0.5,15.6,68.18,24.56,992.83
2023/06/19 18:26:44.127,43,2.94,-18.6,38.7,-11.7,0.076,0.972,-0.029,0.0,20.4,68.15,24.51,992.83
2023/06/19 18:26:45.127,44,2.94,-17.2,38.7,-13.6,0.075,0.973,-0.029,0.1,19.3,68.20,24.58,992.86
2023/06/19 18:26:46.127,45,2.94,-18.6,37.6,-15.4,0.075,0.973,-0.029,0.0,19.4,68.15,24.56,992.81
2023/06/19 18:26:47.127,46,2.94,-16.8,37.9,-12.8,0.075,0.972,-0.030,0.1,20.1,68.17,24.51,992.81
2023/06/19 18:26:48.127,47,2.94,-16.4,39.0,-11.3,0.075,0.972,-0.029,0.1,21.5,68.14,24.58,992.86
2023/06/19 18:26:49.127,48,2.94,-15.8,39.4,-13.2,0.075,0.973,-0.029,0.0,19.0,68.13,24.51,992.91
2023/06/19 18:26:50.127,49,2.94,-18.3,37.9,-11.3,0.075,0.972,-0.029,0.2,17.9,68.13,24.54,992.81
2023/06/19 18:26:51.127,50,2.94,-17.6,37.6,-13.9,0.076,0.973,-0.029,0.2,21.2,68.08,24.58,992.86
2023/06/19 18:26:52.127,51,2.94,-18.6,37.6,-9.8,0.075,0.972,-0.030,0.1,20.7,68.13,24.54,992.83
2023/06/19 18:26:53.127,52,2.94,-17.9,38.7,-10.6,0.076,0.972,-0.029,0.3,19.7,68.08,24.58,992.86
2023/06/19 18:26:54.127,53,2.94,-19.8,38.7,-15.1,0.075,0.972,-0.030,0.0,18.6,68.09,24.58,992.86
2023/06/19 18:26:55.127,54,2.94,-17.6,39.4,-12.8,0.076,0.973,-0.028,0.4,21.3,68.11,24.54,992.86
2023/06/19 18:26:56.127,55,2.94,-20.1,36.5,-14.3,0.076,0.973,-0.030,0.1,19.1,68.15,24.54,992.91
2023/06/19 18:26:57.127,56,2.94,-16.8,37.2,-12.4,0.076,0.973,-0.029,0.2,19.7,68.16,24.54,992.86
2023/06/19 18:26:58.127,57,2.94,-18.6,37.2,-14.3,0.075,0.972,-0.029,0.1,19.4,68.14,24.56,992.91
2023/06/19 18:26:59.127,58,2.94,-18.3,38.3,-11.3,0.075,0.972,-0.029,0.0,19.5,68.12,24.56,992.81
2023/06/19 18:27:00.127,59,2.94,-19.0,39.1,-13.9,0.076,0.973,-0.029,0.6,16.7,68.16,24.56,992.86
2023/06/19 18:27:01.127,60,2.94,-18.6,39.4,-14.3,0.076,0.973,-0.028,0.0,18.2,68.15,24.54,992.89
2023/06/19 18:27:02.127,61,2.94,-17.9,37.9,-10.1,0.076,0.973,-0.029,0.1,21.1,68.15,24.56,992.86
2023/06/19 18:27:03.127,62,2.94,-17.9,39.0,-12.8,0.075,0.972,-0.029,0.2,20.4,68.18,24.54,992.89
2023/06/19 18:27:04.127,63,2.94,-17.6,36.8,-12.8,0.076,0.973,-0.029,0.0,20.1,68.16,24.54,992.91
2023/06/19 18:27:05.127,64,2.94,-17.9,36.8,-13.2,0.075,0.973,-0.029,0.4,21.1,68.16,24.54,992.89
2023/06/19 18:27:06.127,65,2.94,-17.2,39.4,-12.8,0.075,0.972,-0.030,0.6,20.6,68.17,24.51,992.86
2023/06/19 18:27:07.127,66,2.94,-17.6,38.7,-12.1,0.076,0.974,-0.029,0.3,20.7,68.14,24.54,992.91
2023/06/19 18:27:08.127,67,2.94,-17.2,39.4,-13.2,0.075,0.973,-0.029,0.1,21.8,68.14,24.52,992.83
2023/06/19 18:27:09.127,68,2.94,-16.8,37.6,-13.9,0.076,0.973,-0.028,0.0,18.4,68.12,24.58,992.83
2023/06/19 18:27:10.127,69,2.94,-17.2,39.1,-12.1,0.076,0.973,-0.029,0.3,20.2,68.14,24.58,992.89
2023/06/19 18:27:11.127,70,2.94,-17.6,37.6,-12.1,0.076,0.973,-0.029,0.5,20.1,68.17,24.60,992.89
2023/06/19 18:27:12.127,71,2.94,-17.9,36.8,-13.2,0.076,0.973,-0.029,0.1,18.0,68.19,24.52,992.83
2023/06/19 18:27:13.127,72,2.94,-17.9,37.6,-11.7,0.076,0.972,-0.030,0.1,17.5,68.14,24.58,992.86
2023/06/19 18:27:14.127,73,2.94,-19.4,38.7,-16.6,0.076,0.973,-0.028,0.1,18.3,68.17,24.54,992.86
2023/06/19 18:27:15.127,74,2.94,-19.0,39.1,-11.3,0.076,0.973,-0.030,0.1,20.9,68.18,24.54,992.91
2023/06/19 18:27:16.127,75,2.94,-18.3,38.3,-9.8,0.076,0.973,-0.029,0.2,18.6,68.17,24.56,992.89
2023/06/19 18:27:17.127,76,2.94,-17.6,37.9,-13.6,0.076,0.973,-0.030,0.8,18.2,68.17,24.58,992.81
2023/06/19 18:27:18.127,77,2.94,-17.2,37.2,-14.3,0.076,0.973,-0.030,0.2,19.9,68.15,24.56,992.89
2023/06/19 18:27:19.127,78,2.94,-18.6,37.6,-9.4,0.075,0.973,-0.029,0.1,19.7,68.13,24.54,992.83
2023/06/19 18:27:20.127,79,2.94,-17.6,37.9,-13.6,0.075,0.973,-0.029,0.1,22.9,68.16,24.54,992.91
2023/06/19 18:27:21.127,80,2.94,-19.0,37.9,-11.3,0.076,0.973,-0.029,0.2,22.0,68.13,24.58,992.86
2023/06/19 18:27:22.127,81,2.94,-17.2,38.7,-14.7,0.076,0.973,-0.030,0.3,16.2,68.21,24.56,992.86
2023/06/19 18:27:23.127,82,2.94,-18.6,38.7,-9.4,0.076,0.972,-0.029,0.6,17.4,68.13,24.54,992.81
2023/06/19 18:27:24.127,83,2.94,-17.2,39.0,-13.6,0.075,0.973,-0.028,0.2,17.9,68.17,24.54,992.86
2023/06/19 18:27:25.127,84,2.94,-17.9,39.0,-13.9,0.076,0.973,-0.029,0.2,18.8,68.22,24.56,992.94
2023/06/19 18:27:26.127,85,2.94,-17.2,37.9,-12.8,0.075,0.973,-0.029,0.1,20.0,68.14,24.54,992.89
2023/06/19 18:27:27.127,86,2.94,-17.6,37.6,-14.7,0.076,0.973,-0.030,0.0,20.7,68.12,24.56,992.89
2023/06/19 18:27:28.127,87,2.94,-16.4,39.4,-12.8,0.076,0.972,-0.029,0.1,22.1,68.17,24.54,992.86
2023/06/19 18:27:29.127,88,2.94,-17.2,37.9,-12.8,0.076,0.973,-0.029,0.0,19.5,68.13,24.54,992.89
2023/06/19 18:27:30.127,89,2.94,-19.0,37.9,-9.0,0.076,0.973,-0.028,0.0,18.8,68.14,24.54,992.89
2023/06/19 18:27:31.127,90,2.94,-17.9,37.6,-15.1,0.075,0.972,-0.029,0.2,21.4,68.21,24.58,992.89
2023/06/19 18:27:32.127,91,2.94,-17.2,38.3,-9.0,0.076,0.973,-0.030,0.6,18.6,68.23,24.56,992.94
2023/06/19 18:27:33.127,92,2.94,-16.8,38.3,-11.3,0.076,0.972,-0.029,0.1,21.1,68.22,24.54,992.91
2023/06/19 18:27:34.127,93,2.94,-17.6,37.2,-11.3,0.075,0.973,-0.029,0.0,21.6,68.22,24.54,992.86
2023/06/19 18:27:35.127,94,2.94,-17.6,37.9,-13.9,0.075,0.972,-0.028,0.1,20.6,68.22,24.54,992.89
2023/06/19 18:27:36.127,95,2.94,-19.0,37.6,-13.2,0.075,0.973,-0.030,0.2,20.6,68.15,24.54,992.86
2023/06/19 18:27:37.127,96,2.94,-18.6,37.6,-10.6,0.075,0.972,-0.029,0.2,22.4,68.21,24.56,992.83
2023/06/19 18:27:38.127,97,2.94,-18.6,39.4,-14.3,0.076,0.972,-0.029,0.1,18.3,68.19,24.56,992.91
2023/06/19 18:27:39.127,98,2.94,-20.1,38.3,-13.2,0.076,0.973,-0.029,0.2,20.6,68.19,24.54,992.91
2023/06/19 18:27:40.127,99,2.94,-17.9,36.8,-14.7,0.075,0.973,-0.029,0.1,21.1,68.20,24.54,992.86
2023/06/19 18:27:41.127,100,2.94,-17.9,39.4,-14.3,0.076,0.972,-0.029,0.3,20.8,68.17,24.54,992.94
2023/06/19 18:27:42.127,101,2.94,-18.6,38.3,-13.9,0.075,0.973,-0.029,0.2,19.7,68.21,24.56,992.86
2023/06/19 18:27:43.127,102,2.94,-16.4,38.7,-11.3,0.076,0.973,-0.029,0.1,18.1,68.17,24.56,992.94
2023/06/19 18:27:44.127,103,2.94,-16.4,37.9,-10.9,0.076,0.973,-0.030,0.1,21.0,68.15,24.56,992.91
2023/06/19 18:27:45.127,104,2.94,-18.3,37.2,-11.7,0.076,0.972,-0.029,0.3,18.7,68.18,24.56,992.94
2023/06/19 18:27:46.127,105,2.94,-17.9,39.0,-14.7,0.076,0.972,-0.029,0.1,20.1,68.18,24.52,992.97
2023/06/19 18:27:47.127,106,2.94,-17.6,36.8,-14.7,0.075,0.974,-0.029,0.1,19.7,68.18,24.56,992.91
2023/06/19 18:27:48.127,107,2.94,-17.2,37.2,-14.3,0.075,0.973,-0.029,0.2,19.0,68.16,24.54,992.86
2023/06/19 18:27:49.127,108,2.94,-18.3,37.6,-13.6,0.075,0.973,-0.029,0.1,20.1,68.19,24.56,992.89
2023/06/19 18:27:50.127,109,2.94,-18.3,39.4,-13.2,0.076,0.973,-0.029,0.2,19.2,68.20,24.52,992.86
2023/06/19 18:27:51.127,110,2.94,-16.1,38.7,-12.1,0.076,0.973,-0.029,0.1,20.7,68.18,24.54,992.89
2023/06/19 18:27:52.127,111,2.94,-17.9,38.3,-13.2,0.075,0.973,-0.030,0.2,21.1,68.16,24.56,992.86
2023/06/19 18:27:53.127,112,2.94,-20.5,39.1,-11.7,0.076,0.973,-0.029,0.2,16.6,68.19,24.56,992.89
2023/06/19 18:27:54.127,113,2.94,-17.9,36.5,-14.3,0.075,0.972,-0.029,0.1,17.8,68.22,24.56,992.89
2023/06/19 18:27:55.127,114,2.94,-19.4,37.2,-12.4,0.075,0.972,-0.030,0.3,17.8,68.20,24.49,992.81
2023/06/19 18:27:56.127,115,2.94,-18.6,37.2,-12.8,0.076,0.973,-0.029,0.1,20.2,68.14,24.54,992.83
2023/06/19 18:27:57.127,116,2.94,-17.6,39.8,-14.3,0.076,0.973,-0.029,0.1,19.2,68.22,24.56,992.91
2023/06/19 18:27:58.127,117,2.94,-17.6,36.5,-10.9,0.076,0.973,-0.029,0.0,19.4,68.19,24.54,992.89
2023/06/19 18:27:59.127,118,2.94,-18.6,39.4,-15.1,0.076,0.972,-0.029,0.1,19.4,68.18,24.60,992.91
2023/06/19 18:28:00.127,119,2.94,-18.6,35.4,-12.4,0.076,0.973,-0.029,0.2,19.9,68.19,24.56,992.83
2023/06/19 18:28:01.127,120,2.94,-17.6,36.8,-11.7,0.076,0.972,-0.030,0.6,22.0,68.12,24.54,992.89
2023/06/19 18:28:02.127,121,2.94,-17.9,37.9,-12.4,0.076,0.973,-0.029,0.2,20.7,68.15,24.56,992.86
2023/06/19 18:28:03.127,122,2.94,-17.2,38.3,-12.1,0.075,0.973,-0.030,0.1,20.6,68.20,24.56,992.89
2023/06/19 18:28:04.127,123,2.94,-17.6,37.6,-11.3,0.075,0.973,-0.029,0.2,19.4,68.19,24.60,992.86
2023/06/19 18:28:05.127,124,2.94,-17.9,37.9,-12.4,0.076,0.973,-0.029,0.0,19.3,68.20,24.58,992.86
2023/06/19 18:28:06.127,125,2.94,-16.8,36.5,-12.1,0.075,0.973,-0.029,0.6,22.2,68.24,24.56,992.89
2023/06/19 18:28:07.127,126,2.94,-18.3,37.6,-13.2,0.075,0.972,-0.029,0.0,18.6,68.20,24.54,992.86
2023/06/19 18:28:08.127,127,2.94,-18.6,38.3,-11.7,0.076,0.972,-0.030,0.1,19.9,68.25,24.56,992.86
2023/06/19 18:28:09.127,128,2.94,-17.6,37.6,-13.2,0.076,0.973,-0.029,0.3,20.4,68.12,24.52,992.86
2023/06/19 18:28:10.127,129,2.94,-18.3,37.6,-12.4,0.076,0.973,-0.029,0.2,17.4,68.17,24.49,992.89
2023/06/19 18:28:11.127,130,2.94,-20.5,37.9,-12.1,0.075,0.973,-0.029,0.2,21.2,68.21,24.56,992.89
2023/06/19 18:28:12.127,131,2.94,-18.3,38.7,-7.9,0.075,0.973,-0.029,0.6,18.8,68.18,24.52,992.89
2023/06/19 18:28:13.127,132,2.94,-17.9,38.3,-14.7,0.076,0.973,-0.028,0.4,19.4,68.19,24.56,992.89
2023/06/19 18:28:14.127,133,2.94,-18.3,37.9,-15.1,0.076,0.973,-0.029,0.1,22.5,68.25,24.54,992.86
2023/06/19 18:28:15.127,134,2.94,-20.1,39.0,-11.7,0.075,0.973,-0.028,0.0,20.2,68.19,24.54,992.94
2023/06/19 18:28:16.127,135,2.94,-20.5,36.8,-12.1,0.076,0.972,-0.029,0.1,20.1,68.23,24.54,992.86
2023/06/19 18:28:17.127,136,2.94,-17.9,36.5,-12.1,0.076,0.972,-0.029,0.4,19.7,68.22,24.58,992.99
2023/06/19 18:28:18.127,137,2.94,-17.9,37.6,-7.9,0.076,0.973,-0.028,0.1,19.1,68.21,24.51,992.89
2023/06/19 18:28:19.127,138,2.94,-17.9,39.0,-10.9,0.075,0.972,-0.030,0.1,18.8,68.22,24.56,992.81
2023/06/19 18:28:20.127,139,2.94,-19.0,37.9,-9.0,0.076,0.973,-0.030,0.4,20.7,68.23,24.56,992.83
2023/06/19 18:28:21.127,140,2.94,-17.2,35.8,-14.3,0.075,0.973,-0.029,0.2,19.4,68.21,24.52,992.89
2023/06/19 18:28:22.127,141,2.94,-16.8,39.4,-9.0,0.075,0.973,-0.029,0.3,19.4,68.16,24.51,992.89
2023/06/19 18:28:23.127,142,2.94,-18.6,38.3,-15.4,0.075,0.972,-0.029,0.1,19.3,68.27,24.56,992.86
2023/06/19 18:28:24.127,143,2.94,-17.9,37.6,-13.6,0.075,0.973,-0.030,0.3,21.2,68.21,24.51,992.89
2023/06/19 18:28:25.127,144,2.94,-19.0,36.8,-13.2,0.075,0.972,-0.030,0.2,20.2,68.17,24.54,992.89
2023/06/19 18:28:26.127,145,2.94,-18.6,37.6,-11.7,0.075,0.973,-0.029,0.1,18.3,68.24,24.54,992.86
2023/06/19 18:28:27.127,146,2.94,-17.9,38.3,-13.2,0.075,0.973,-0.029,0.1,21.1,68.22,24.54,992.91
2023/06/19 18:28:28.127,147,2.94,-16.8,39.8,-9.8,0.075,0.972,-0.029,0.0,18.9,68.19,24.54,992.97
2023/06/19 18:28:29.127,148,2.94,-17.9,38.3,-11.7,0.076,0.973,-0.029,0.5,20.7,68.21,24.51,992.89
2023/06/19 18:28:30.127,149,2.94,-17.2,38.7,-10.9,0.077,0.972,-0.030,0.2,17.0,68.19,24.51,992.86
2023/06/19 18:28:31.127,150,2.94,-17.6,38.7,-12.8,0.076,0.973,-0.029,0.1,18.7,68.25,24.49,992.81
2023/06/19 18:28:32.127,151,2.94,-16.8,38.3,-10.6,0.076,0.973,-0.029,0.2,18.2,68.25,24.52,992.89
2023/06/19 18:28:33.127,152,2.94,-17.2,37.9,-12.4,0.076,0.973,-0.029,0.1,17.9,68.14,24.54,992.86
2023/06/19 18:28:34.127,153,2.94,-19.4,36.1,-15.1,0.076,0.973,-0.028,0.2,19.8,68.21,24.56,992.91
2023/06/19 18:28:35.127,154,2.94,-18.6,37.9,-14.7,0.076,0.972,-0.029,0.1,19.4,68.25,24.52,992.91
2023/06/19 18:28:36.127,155,2.94,-18.3,37.2,-12.8,0.075,0.972,-0.029,0.6,19.4,68.21,24.54,992.83
2023/06/19 18:28:37.127,156,2.94,-19.4,38.7,-10.2,0.076,0.972,-0.029,0.2,22.5,68.19,24.56,992.86
2023/06/19 18:28:38.127,157,2.94,-18.3,37.2,-10.9,0.076,0.972,-0.030,0.4,22.1,68.20,24.51,992.89
2023/06/19 18:28:39.127,158,2.94,-19.0,38.7,-13.6,0.075,0.972,-0.029,0.4,18.6,68.21,24.54,992.89
2023/06/19 18:28:40.127,159,2.94,-17.9,37.6,-14.3,0.076,0.972,-0.030,0.1,18.7,68.19,24.54,992.94
2023/06/19 18:28:41.127,160,2.94,-18.3,36.8,-12.1,0.076,0.972,-0.029,0.0,19.7,68.23,24.58,992.91
2023/06/19 18:28:42.127,161,2.94,-18.6,39.4,-12.1,0.075,0.972,-0.028,0.2,21.5,68.24,24.56,992.91
2023/06/19 18:28:43.127,162,2.94,-17.9,39.8,-12.1,0.076,0.973,-0.030,0.2,18.5,68.25,24.54,992.86
2023/06/19 18:28:44.127,163,2.94,-17.2,37.9,-13.6,0.075,0.973,-0.030,0.1,18.9,68.16,24.58,992.94
2023/06/19 18:28:45.127,164,2.94,-18.6,39.0,-13.9,0.076,0.973,-0.030,0.6,20.2,68.25,24.54,992.89
2023/06/19 18:28:46.127,165,2.94,-18.3,39.8,-13.2,0.076,0.973,-0.029,0.4,18.7,68.26,24.56,992.89
2023/06/19 18:28:47.127,166,2.94,-18.3,38.7,-13.2,0.075,0.972,-0.029,0.2,19.1,68.22,24.56,992.94
2023/06/19 18:28:48.127,167,2.94,-17.2,40.1,-12.8,0.076,0.973,-0.029,0.1,17.9,68.21,24.54,992.94
2023/06/19 18:28:49.127,168,2.94,-17.9,36.8,-12.1,0.075,0.973,-0.029,0.2,16.7,68.26,24.52,992.94
2023/06/19 18:28:50.127,169,2.94,-17.2,37.9,-14.7,0.076,0.972,-0.030,0.2,17.4,68.23,24.52,992.99
2023/06/19 18:28:51.127,170,2.94,-18.6,39.1,-14.3,0.076,0.972,-0.029,0.6,21.7,68.23,24.52,992.91
2023/06/19 18:28:52.127,171,2.94,-19.0,37.9,-13.9,0.075,0.973,-0.030,0.1,19.1,68.16,24.51,992.94
2023/06/19 18:28:53.127,172,2.94,-18.6,37.9,-13.6,0.075,0.973,-0.030,0.1,19.1,68.25,24.56,992.91
2023/06/19 18:28:54.127,173,2.94,-18.6,36.8,-14.3,0.076,0.973,-0.030,0.0,17.9,68.29,24.58,992.89
2023/06/19 18:28:55.127,174,2.94,-19.4,36.1,-14.7,0.075,0.972,-0.029,0.0,20.7,68.28,24.56,992.94
2023/06/19 18:28:56.127,175,2.94,-17.6,36.8,-13.2,0.076,0.973,-0.030,0.1,20.2,68.22,24.52,992.89
2023/06/19 18:28:57.127,176,2.94,-18.3,38.7,-10.9,0.076,0.973,-0.028,0.2,18.6,68.27,24.54,992.86
2023/06/19 18:28:58.127,177,2.94,-16.4,36.8,-11.3,0.076,0.972,-0.028,0.1,18.6,68.23,24.51,992.91
2023/06/19 18:28:59.127,178,2.94,-16.1,37.6,-11.3,0.075,0.973,-0.029,0.4,21.1,68.29,24.54,992.86
2023/06/19 18:29:00.127,179,2.94,-16.8,38.7,-12.1,0.075,0.973,-0.029,0.2,21.1,68.25,24.56,992.89
2023/06/19 18:29:01.127,180,2.94,-18.6,38.3,-14.7,0.075,0.972,-0.029,0.0,20.1,68.28,24.58,992.89
2023/06/19 18:29:02.127,181,2.94,-17.6,37.2,-11.7,0.075,0.972,-0.029,0.6,16.9,68.22,24.54,992.86
2023/06/19 18:29:03.127,182,2.94,-17.9,39.4,-13.2,0.076,0.973,-0.029,0.1,18.2,68.26,24.60,992.89
2023/06/19 18:29:04.127,183,2.94,-17.9,36.5,-13.2,0.075,0.973,-0.030,0.1,19.4,68.25,24.58,992.89
2023/06/19 18:29:05.127,184,2.94,-18.6,38.3,-13.2,0.075,0.973,-0.030,0.2,21.1,68.26,24.52,992.86
2023/06/19 18:29:06.127,185,2.94,-18.3,36.8,-11.3,0.075,0.972,-0.030,0.2,19.2,68.24,24.54,992.91
2023/06/19 18:29:07.127,186,2.94,-17.2,39.1,-12.8,0.076,0.971,-0.029,0.3,19.0,68.32,24.58,992.86
2023/06/19 18:29:08.127,187,2.94,-17.9,38.7,-12.1,0.076,0.973,-0.029,0.5,17.4,68.25,24.54,992.86
2023/06/19 18:29:09.117,188,2.94,-19.0,37.2,-13.2,0.076,0.973,-0.029,0.0,19.2,68.26,24.58,992.94
2023/06/19 18:29:10.107,189,2.94,-17.2,39.0,-12.1,0.075,0.973,-0.030,0.1,21.4,68.28,24.51,992.91
2023/06/19 18:29:11.097,190,2.94,-17.6,39.0,-10.2,0.076,0.973,-0.030,0.3,19.5,68.27,24.54,992.94
2023/06/19 18:29:12.087,191,2.94,-17.9,37.2,-11.7,0.075,0.973,-0.028,0.0,21.0,68.26,24.56,992.94
2023/06/19 18:29:13.077,192,2.94,-20.1,39.0,-12.4,0.076,0.973,-0.029,0.1,17.1,68.25,24.56,992.94
2023/06/19 18:29:14.067,193,2.94,-18.3,38.7,-12.4,0.075,0.972,-0.030,0.2,19.2,68.27,24.54,992.89
2023/06/19 18:29:15.057,194,2.94,-19.0,37.2,-12.8,0.076,0.973,-0.029,0.2,18.3,68.26,24.54,992.94
2023/06/19 18:29:16.047,195,2.94,-17.9,39.4,-12.8,0.076,0.972,-0.029,0.1,16.6,68.24,24.54,992.97
2023/06/19 18:29:17.037,196,2.94,-18.3,38.3,-14.7,0.075,0.972,-0.030,0.2,16.3,68.22,24.54,992.91
2023/06/19 18:29:18.027,197,2.94,-16.8,38.3,-10.9,0.076,0.973,-0.029,0.2,19.0,68.27,24.56,992.89
2023/06/19 18:29:19.017,198,2.94,-18.3,39.0,-14.3,0.075,0.973,-0.030,0.2,20.1,68.24,24.58,992.91
2023/06/19 18:29:20.007,199,2.94,-17.6,37.6,-9.0,0.076,0.973,-0.029,0.0,18.5,68.21,24.54,992.91
2023/06/19 18:29:20.997,200,2.94,-18.3,38.3,-13.2,0.075,0.973,-0.030,0.1,19.1,68.23,24.52,992.94
2023/06/19 18:29:21.987,201,2.94,-18.6,36.8,-13.2,0.076,0.973,-0.029,0.2,21.9,68.27,24.56,992.91
2023/06/19 18:29:22.977,202,2.94,-19.8,39.4,-14.3,0.076,0.973,-0.030,0.0,19.9,68.31,24.54,992.91
2023/06/19 18:29:23.967,203,2.94,-18.3,36.1,-12.4,0.075,0.972,-0.029,0.1,19.1,68.28,24.60,992.91
2023/06/19 18:29:24.957,204,2.94,-17.6,37.9,-12.4,0.075,0.973,-0.029,0.1,21.8,68.24,24.58,992.94
2023/06/19 18:29:25.947,205,2.94,-19.0,38.7,-14.7,0.076,0.973,-0.028,0.3,17.9,68.29,24.58,992.91
2023/06/19 18:29:26.937,206,2.94,-18.6,36.8,-12.8,0.076,0.973,-0.029,0.1,18.0,68.24,24.60,992.89
2023/06/19 18:29:27.927,207,2.94,-17.2,37.9,-13.6,0.075,0.972,-0.030,0.1,19.8,68.30,24.56,992.91
2023/06/19 18:29:28.917,208,2.94,-20.8,36.8,-12.4,0.075,0.973,-0.029,0.3,16.7,68.29,24.58,992.91
2023/06/19 18:29:29.907,209,2.94,-17.6,38.3,-13.9,0.075,0.973,-0.030,0.1,18.0,68.23,24.56,992.91
2023/06/19 18:29:30.897,210,2.94,-17.9,36.5,-11.3,0.076,0.973,-0.029,0.1,19.5,68.25,24.60,992.97
2023/06/19 18:29:31.887,211,2.94,-18.6,36.5,-14.7,0.076,0.973,-0.028,0.2,19.1,68.24,24.52,992.94
2023/06/19 18:29:32.877,212,2.94,-16.1,38.7,-13.2,0.076,0.973,-0.030,0.0,20.8,68.28,24.54,992.94
2023/06/19 18:29:33.867,213,2.94,-19.4,39.0,-13.9,0.076,0.973,-0.029,0.6,18.1,68.23,24.52,992.94
2023/06/19 18:29:34.857,214,2.94,-19.4,37.9,-14.7,0.076,0.973,-0.029,0.2,19.7,68.29,24.56,992.91
2023/06/19 18:29:35.847,215,2.94,-19.0,38.3,-12.8,0.076,0.973,-0.029,0.1,18.8,68.30,24.54,992.91
2023/06/19 18:29:36.837,216,2.94,-18.6,37.2,-12.1,0.075,0.973,-0.029,0.0,19.7,68.26,24.54,992.91
2023/06/19 18:29:37.827,217,2.94,-18.3,39.0,-13.9,0.075,0.974,-0.029,0.0,20.6,68.26,24.52,992.89
2023/06/19 18:29:38.827,218,2.94,-18.3,36.8,-13.2,0.075,0.972,-0.029,0.4,18.6,68.27,24.52,992.89
2023/06/19 18:29:39.827,219,2.94,-19.0,36.8,-13.2,0.076,0.973,-0.028,0.6,18.2,68.30,24.56,992.91
2023/06/19 18:29:40.827,220,2.94,-19.0,38.3,-10.6,0.075,0.974,-0.030,0.2,21.1,68.24,24.56,992.94
2023/06/19 18:29:41.827,221,2.94,-18.3,38.7,-12.1,0.076,0.973,-0.029,0.6,19.6,68.31,24.56,992.91
2023/06/19 18:29:42.827,222,2.94,-17.9,37.6,-12.1,0.075,0.972,-0.030,0.5,21.7,68.29,24.56,992.99
2023/06/19 18:29:43.827,223,2.94,-17.6,38.3,-15.8,0.075,0.973,-0.029,0.0,19.8,68.35,24.62,992.94
2023/06/19 18:29:44.827,224,2.94,-17.9,38.3,-15.1,0.076,0.973,-0.029,0.0,20.6,68.29,24.58,992.97
2023/06/19 18:29:45.827,225,2.94,-17.6,37.2,-13.6,0.076,0.972,-0.030,0.0,20.9,68.26,24.56,992.91
2023/06/19 18:29:46.827,226,2.94,-18.3,38.7,-10.2,0.075,0.973,-0.029,0.1,19.1,68.29,24.60,992.94
2023/06/19 18:29:47.827,227,2.94,-17.6,37.9,-12.4,0.076,0.972,-0.030,0.2,21.3,68.28,24.56,992.91
2023/06/19 18:29:48.827,228,2.94,-17.6,38.3,-12.4,0.075,0.973,-0.029,0.1,19.1,68.31,24.60,992.89
2023/06/19 18:29:49.827,229,2.94,-19.0,36.8,-10.1,0.076,0.972,-0.029,0.1,18.6,68.36,24.60,992.89
2023/06/19 18:29:50.827,230,2.94,-17.9,38.3,-14.7,0.075,0.972,-0.030,0.4,17.6,68.37,24.58,992.99
2023/06/19 18:29:51.827,231,2.94,-19.0,38.3,-13.6,0.076,0.972,-0.029,0.3,20.3,68.32,24.58,992.97
2023/06/19 18:29:52.827,232,2.94,-18.6,38.7,-13.6,0.075,0.972,-0.028,0.0,22.2,68.22,24.54,992.94
2023/06/19 18:29:53.827,233,2.94,-16.8,38.7,-11.7,0.076,0.973,-0.029,0.5,19.4,68.27,24.54,992.89
2023/06/19 18:29:54.827,234,2.94,-16.8,38.7,-14.7,0.075,0.972,-0.030,0.2,20.1,68.33,24.58,992.94
2023/06/19 18:29:55.827,235,2.94,-19.4,39.4,-11.7,0.075,0.973,-0.029,0.0,20.0,68.33,24.60,992.94
2023/06/19 18:29:56.827,236,2.94,-19.4,38.3,-13.9,0.076,0.973,-0.029,0.0,20.7,68.29,24.56,992.94
2023/06/19 18:29:57.827,237,2.94,-18.3,37.6,-11.7,0.075,0.973,-0.029,0.6,19.1,68.30,24.54,992.91
2023/06/19 18:29:58.827,238,2.94,-19.4,37.9,-12.1,0.076,0.974,-0.030,0.0,19.5,68.31,24.58,992.99
2023/06/19 18:29:59.827,239,2.94,-19.0,38.3,-11.7,0.075,0.972,-0.030,0.2,19.8,68.33,24.56,992.94
